string,count
daabaaaabaeaaaa,2
daabaaaabaeaaba,1
daabaaaabaeabaa,2
daabaaaabaeabab,1
daabaaaabaeabac,1
daabaaaaeaaaaaa,3
daabaaaaeaaaaca,3
daabaaaaeaaabaa,5
daabaaaaeaaabbd,1
daabaaaaeaaabcb,2
daabaaaaeaaabcc,1
daabaaaaeaaabcd,1
daabaaaaeaaaccb,1
daabaaaaeaaadbd,1
daabaaaaeaadaca,1
daabaaaaeaeaaaa,1
daabaaaaebaabca,1
daabaaabaaeaaaa,4
daabaaabaaeabaa,2
daabaaabaaeabab,1
daabaaabbaeaaaa,1
daabaaabbaeaabb,1
daabaaabbaeabaa,4
daabaaabbaeabab,1
daabaaabbaeabba,1
daabaaabbbeabaa,1
daabaaabcaeabab,1
daabaaabeaaaaaa,1
daabaaabeaaaaca,6
daabaaabeaaabaa,1
daabaaabeaaabca,1
daabaaabeaaabcd,1
daabaaabeaaacab,1
daabaaabeaaadcd,1
daabaaabeaadbca,2
daabaaabeadaaab,1
daabaaabeadaaca,1
daabaaabebaabca,1
daabaaadeaaabca,1
daabaaadeaadacd,1
daabaabaaaeaaaa,2
daabaababaeabab,1
daabaabaeaaaaad,1
daabaabbbaeaaaa,1
daababaaaaeaaaa,4
daababaaaaeabaa,2
daababaabaeaaaa,2
daababaabaeaaab,1
daababaabaeabaa,3
daababaabaeabab,2
daababaabaeacba,1
daababaabceaaaa,1
daababaaeaaaaaa,3
daababaaeaaaaad,4
daababaaeaaaaca,6
daababaaeaaaacb,3
daababaaeaaaacc,1
daababaaeaaaacd,1
daababaaeaaabaa,1
daababaaeaaabab,5
daababaaeaaabad,1
daababaaeaaabca,2
daababaaeaaabcb,3
daababaaeaaabcd,2
daababaaeaaadad,1
daababaaeaacaca,1
daababaaeaadaca,5
daababaaeaadbcb,1
daababaaeaaddcd,1
daababaaeabaaca,1
daababaaeabaacb,1
daababaaeaddacb,1
daababaaeaeaaaa,1
daababaaebaaacb,1
daabababaaeabaa,1
daababababeaaaa,1
daabababbaeaaaa,2
daabababbaeaaba,1
daabababbaeabaa,2
daabababbaeabab,1
daabababbaeabba,1
daabababcaeaaca,1
daabababcaeabbb,1
daabababeaaaaaa,2
daabababeaaaaca,2
daabababeaaabaa,2
daabababeaaabab,2
daabababeaaabbb,1
daabababeaaabca,4
daabababeaaabcb,4
daabababeaaabcd,3
daabababeaacaca,1
daabababeaadbca,3
daabababeaadbcb,2
daabababeadaaca,1
daabababeaddbcb,1
daababaceaaaaab,1
daababaceaaabcd,4
daababadcaeaaca,2
daababadcaeabca,1
daababaddaeaaca,1
daababadeaaaaca,1
daababadeaaabcb,1
daababadeaadbcb,2
daababadeacaacd,1
daababbabaeaaaa,1
daababbabaeabaa,1
daababbabaeabab,1
daababbaeaaaaaa,1
daababbaeaaaaca,2
daababbaeaaabaa,1
daababbaeaaabab,1
daababbbbaeaaaa,1
daababbbeaaaaca,1
daababbbeaaabca,1
daababbbeaaabcb,1
daababbbeaaabcd,1
daababbbeaadbca,1
daababbbeacabcd,1
daababbcbaeaaaa,1
daababbceaadaca,1
daabacaacaeaaaa,1
daabacaaeaaabcb,1
daabacbaeaaaacb,1
daabadaacaeaaaa,1
daabadaaeaadaad,1
daabadaaeaadbad,3
daabadaaeabdaad,1
daabadaaeacdbad,1
daabadaaebbcdad,1
daabadabeaacbbd,1
daabadabeaadbad,4
daabbaaaeaaaaca,2
daabbaaaeaaaacd,1
daabbaaaeaadbca,1
daabbaabaaeabaa,1
daabbaabaaeabab,1
daabbaabbaeadad,1
daabbaabeaaaaca,1
daabbaabeaadbcb,1
daabbbaabaeaaaa,1
daabbbaabaeabaa,1
daabbbaabaeabab,2
daabbbaacaeabaa,1
daabbbaacaeabba,1
daabbbaaeaaaaaa,2
daabbbaaeaaaaca,1
daabbbaaeaaaacd,2
daabbbaaeaaabca,2
daabbbaaeaaabcd,1
daabbbaaeaadaca,1
daabbbaaeaaddcd,1
daabbbabaaeabaa,2
daabbbabbaeaaaa,1
daabbbabcaeaaba,1
daabbbabeaaaacb,1
daabbbabeaaabaa,2
daabbbabeaadacb,1
daabbbabeaadbca,2
daabbbabeaadbcb,2
daabbbabeaddbcb,1
daabbbabebaabaa,1
daabbbacbaeaaaa,1
daabbbadeaaaaca,1
daabbbadeaaabcb,1
daabbbadeaaabcd,1
daabbbbabaeaaaa,1
daabbbbaeaaaacd,1
daabbbbaeaaabbb,1
daabbbbaeabaacb,1
daabbbbbbaeaaaa,1
daabbbbbcaeabab,1
daabbbbbeaaabcd,1
daabbcaaeaaabcd,1
daabbcaaeababaa,1
daabbcbaeaaaaaa,1
daabbdaaeaadaad,1
daabbdaaeabaaaa,1
daabbdabeaadaad,1
daabbdabeaadbbd,1
daabbdbaeaadbad,1
daabcaaaaaeaaaa,1
daabcaaaaaeabaa,2
daabcaaaeaaaaaa,5
daabcaaaeaaabaa,2
daabcaaaeaaabab,1
daabcaaaeaaadad,1
daabcaaaeaadaca,1
daabcaaaeabaaba,1
daabcaabbaeaaaa,1
daabcaabbaeaaab,1
daabcaabbbeabab,1
daabcaabeaaaaaa,1
daabcaabeaaaaad,1
daabcaabeaaabaa,2
daabcaabeaadbca,1
daabcaabebaabaa,1
daabcabaaaeaaaa,1
daabcabaeaaaaaa,1
daabcabaeaaaaca,1
daabcabaeaaabaa,1
daabcabaeaaabab,1
daabcbaaaaeaaaa,1
daabcbaabaeaaaa,1
daabcbaaeaaaaaa,4
daabcbaaeaaaaab,1
daabcbaaeaaabaa,4
daabcbaaeaaadab,1
daabcbaaeaacaca,1
daabcbaaeaadacb,1
daabcbaaeaadbca,2
daabcbaaeaadbcb,1
daabcbaaeababaa,1
daabcbaaeaddaca,1
daabcbaaebaabab,1
daabcbabeaaaaaa,1
daabcbabeaaabaa,2
daabcbabeaaabab,1
daabcbabeaacbca,1
daabcbabeaadaca,4
daabcbabeaadbca,1
daabcbaceaaabaa,1
daabcbaceaadbca,1
daabcbadebadbca,1
daabcbbaeaadbca,1
daabcbbbeaaabaa,1
daabcbbbeabacbc,1
daabcbcaeaaaaad,1
daabdaaaaaeaaaa,2
daabdaaaabeabaa,2
daabdaaabaeaaaa,1
daabdaaaeaaaaad,1
daabdaaaeaaaacd,2
daabdaaaeaaabca,1
daabdaaaeaadaca,1
daabdaaaeaadbcb,1
daabdaaaeaeaaaa,1
daabdaaaeaeaaca,1
daabdaababeaaaa,1
daabdaabeaaaaaa,1
daabdaabeaaaaca,1
daabdaabeaaaacd,1
daabdaabeababcd,1
daabdabaaaeabaa,1
daabdabaeaaaacb,1
daabdabaeaabaca,1
daabdabaebaaacb,1
daabdabbeaaaaca,1
daabdabdeaaaaca,1
daabdbaaaaadaaa,1
daabdbaaaaeaaab,1
daabdbaaaaeabaa,1
daabdbaabaeaaaa,1
daabdbaabaeabaa,1
daabdbaaeaaaaca,4
daabdbaaeaaaacd,3
daabdbaaeaaabab,1
daabdbaaeaaabca,1
daabdbaaeaaabcb,2
daabdbaaeaaabcc,1
daabdbaaeaaabcd,6
daabdbaaeaaadab,1
daabdbaaeaaadcd,2
daabdbaaeaadbca,1
daabdbaaeaadbcb,3
daabdbaaeabaaca,1
daabdbaaebaacab,1
daabdbaaebadbcb,1
daabdbabeaaaacd,3
daabdbabeaaabcb,2
daabdbabeaaabcd,2
daabdbabeaadaca,1
daabdbabeaadbca,4
daabdbabeabaaca,1
daabdbabeabaacd,1
daabdbabeadaacd,1
daabdbabebdaaca,1
daabdbaceaabbca,1
daabdbaceaadaca,1
daabdbaddaaaacb,1
daabdbadeaaaacd,1
daabdbadeaaabcd,1
daabdbbaaaadaaa,1
daabdbbaaaeaaaa,1
daabdbbaeaaaaca,2
daabdbbaeaaabaa,1
daabdbbaeaaabca,2
daabdbbaeaaabcd,1
daabdbbbeaaaaca,1
daabdbbbeaadaca,1
daabdbbceaaaaca,2
daabdcaaeaadbca,1
daabdcabeaadacb,1
daabddaaeaacaad,2
daabddaaeaadaad,4
daabddaaeaadbad,3
daabddabeaadbad,2
daabddbaeaadbad,1
daabeaaabaeaaaa,4
daabeaaabaeabab,2
daabeaaabaeacab,1
daabeaaabbeaaaa,1
daabeaaaeaaaaca,2
daabeaaaeaaaacb,1
daabeaaaeaaabca,3
daabeaaaeaaabcb,3
daabeaaaeaaaccb,1
daabeaaaeaaadcd,1
daabeaaaeadaaca,1
daabeaaaeadaacb,1
daabeaabaaeaaaa,1
daabeaabaaeabaa,3
daabeaababeabaa,1
daabeaabbaeabab,1
daabeaabbaeabba,1
daabeaabbaeabbb,1
daabeaabeaaaaca,2
daabeaabeaaabca,2
daabeaabebaabca,1
daabeabaeaaabca,1
daabeabbbaeabab,1
daabeabbeaaaaca,1
daabeabbeaaabcb,1
daabebaaaaeaaaa,2
daabebaaaaeabaa,2
daabebaabaeaaaa,1
daabebaabaeabaa,1
daabebaabaeabab,1
daabebaabaeacab,1
daabebaabaecaaa,1
daabebaabbeaaaa,1
daabebaadaeacad,1
daabebaaeaaaaca,4
daabebaaeaaabca,1
daabebaaeaaabcb,4
daabebaaeaaabcc,1
daabebaaeaaaccb,1
daabebabaaeaaaa,3
daabebabaaeabaa,1
daabebabbaeaaaa,5
daabebabbaeabaa,4
daabebabbaeabba,1
daabebabbaeabbb,1
daabebabcaeacab,1
daabebabdaeabad,1
daabebabdaeabcb,1
daabebabeaaaaca,2
daabebabeaaabca,4
daabebabeaaabcb,4
daabebabeaaacca,1
daabebabeaaaccb,1
daabebabebaabcb,2
daabebaceaaaaca,1
daabebadbaeabab,1
daabebadcaeaaca,1
daabebaddaaaaca,1
daabebbaeaaabca,1
daabebbbbaeaaaa,1
daabebbbbaeabaa,1
daabebbdbaeaaba,1
daabebcacaeaaaa,1
daabecaaeaaabcb,1
daabecbbcaeabaa,1
daabedaadaeabbb,1
daabedaaeaacaad,1
daabedaaeaadaad,3
daabedaaeaadbad,1
daabedabdaeabaa,1
daacaaabcaeaaaa,1
daacaaabeaaaaca,1
daacabaaeaaaaca,1
daacabbabaeaaaa,1
daacabbdeaaaaad,1
daacacaaeaaabad,1
daaccbaaeaaabca,1
daacdbaaeaaaaca,1
