string,count
aabaacaa,498
aabaacab,7
aabaacba,288
aabaacbb,5
aabaacca,25
aabaadaa,51
aabaadab,4
aabaadba,31
aabaadbb,1
aabaadca,9
aabaadcb,2
aababaaa,2345
aababaab,44
aabababa,119
aabababb,6
aababaca,12
aababbaa,2851
aababbab,85
aababbba,452
aababbbb,37
aababbca,24
aababbcb,5
aababcaa,258
aababcab,26
aababcba,175
aababcbb,21
aababcca,14
aababccb,5
aababdaa,18
aababdab,5
aababdba,11
aababdbb,3
aababdca,1
aabacaaa,2330
aabacaab,356
aabacaba,110
aabacabb,36
aabacaca,4
aabacacb,3
aabacbaa,2218
aabacbab,621
aabacbba,346
aabacbbb,196
aabacbca,19
aabacbcb,21
aabaccaa,210
aabaccab,117
aabaccba,109
aabaccbb,104
aabaccca,14
aabacccb,17
aabacdaa,13
aabacdab,15
aabacdba,6
aabacdbb,9
aabacdcb,4
aabadaaa,386
aabadaab,562
aabadaba,13
aabadabb,34
aabadaca,1
aabadbaa,307
aabadbab,773
aabadbba,19
aabadbbb,115
aabadbca,1
aabadbcb,4
aabadcaa,16
aabadcab,96
aabadcba,3
aabadcbb,44
aabadcca,1
aabadccb,5
aabaddaa,1
aabaddab,9
aabaddba,1
aabaddbb,3
aabaeaaa,1
aabaeaab,135
aabaeabb,1
aabaeacb,2
aabaebaa,2
aabaebab,136
aabaebbb,6
aabaebcb,1
aabaecab,6
aabaecbb,1
aabaedab,3
aabaedcb,1
aabbaaaa,250
aabbaaab,15
aabbaaac,903
aabbaaba,17
aabbaabc,51
aabbaacc,5
aabbabaa,304
aabbabab,23
aabbabac,960
aabbabba,45
aabbabbb,9
aabbabbc,108
aabbabca,2
aabbabcb,1
aabbabcc,11
aabbacaa,41
aabbacab,3
aabbacac,61
aabbacba,19
aabbacbb,3
aabbacbc,26
aabbacca,1
aabbaccb,1
aabbaccc,4
aabbadaa,6
aabbadab,2
aabbadac,8
aabbadba,2
aabbadbb,1
aabbadbc,2
aabbbaaa,210
aabbbaab,9
aabbbaac,227
aabbbaba,12
aabbbabb,1
aabbbabc,16
aabbbaca,1
aabbbbaa,272
aabbbbab,20
aabbbbac,359
aabbbbba,51
aabbbbbb,5
aabbbbbc,61
aabbbbca,1
aabbbbcb,1
aabbbbcc,4
aabbbcaa,25
aabbbcab,3
aabbbcac,48
aabbbcba,15
aabbbcbb,6
aabbbcbc,15
aabbbcca,3
aabbbccc,4
aabbbdaa,2
aabbbdab,1
aabbbdac,4
aabbbdba,1
aabbcaaa,334
aabbcaab,106
aabbcaac,169
aabbcaba,17
aabbcabb,10
aabbcabc,6
aabbcaca,1
aabbcacb,3
aabbcacc,1
aabbcbaa,358
aabbcbab,151
aabbcbac,215
aabbcbba,43
aabbcbbb,50
aabbcbbc,46
aabbcbca,1
aabbcbcb,3
aabbcbcc,6
aabbccaa,26
aabbccab,29
aabbccac,28
aabbccba,17
aabbccbb,24
aabbccbc,20
aabbccca,1
aabbcccb,4
aabbcccc,2
aabbcdaa,2
aabbcdab,2
aabbcdac,3
aabbcdbb,3
aabbcdbc,1
aabbcdcc,1
aabbdaaa,90
aabbdaab,264
aabbdaac,278
aabbdaba,2
aabbdabb,13
aabbdabc,11
aabbdacb,2
aabbdacc,1
aabbdbaa,63
aabbdbab,380
aabbdbac,165
aabbdbba,4
aabbdbbb,41
aabbdbbc,13
aabbdbcb,1
aabbdcaa,2
aabbdcab,22
aabbdcac,13
aabbdcbb,11
aabbdcbc,6
aabbdccb,4
aabbdccc,2
aabbddab,1
aabbddac,3
aabbddbb,2
aabbeaab,92
aabbeaac,78
aabbeabb,3
aabbeabc,1
aabbebab,98
aabbebac,68
aabbebbb,8
aabbebbc,4
aabbebcb,1
aabbecab,7
aabbecbb,3
aabbecbc,2
aabbedab,1
aabcaaac,1065
aabcaaad,2
aabcaabc,105
aabcaabd,2
aabcaacc,9
aabcabac,1649
aabcabad,23
aabcabbc,347
aabcabbd,11
aabcabcc,40
aabcabcd,2
aabcacac,187
aabcacad,4
aabcacbc,117
aabcacbd,7
aabcaccc,18
aabcadac,19
aabcadad,1
aabcadbc,10
aabcadbd,2
aabcadcc,2
aabcadcd,2
aabcbaac,446
aabcbaad,14
aabcbabc,44
aabcbabd,4
aabcbacc,2
aabcbacd,2
aabcbbac,725
aabcbbad,59
aabcbbbc,160
aabcbbbd,32
aabcbbcc,5
aabcbbcd,6
aabcbcac,108
aabcbcad,22
aabcbcbc,63
aabcbcbd,17
aabcbccc,6
aabcbccd,3
aabcbdac,17
aabcbdad,2
aabcbdbc,2
aabcbdbd,1
aabcbdcc,2
aabccaac,397
aabccaad,72
aabccabc,30
aabccabd,7
aabccacc,3
aabccacd,1
aabccbac,611
aabccbad,275
aabccbbc,141
aabccbbd,90
aabccbcc,10
aabccbcd,9
aabcccac,71
aabcccad,47
aabcccbc,47
aabcccbd,50
aabccccc,1
aabccccd,11
aabccdac,4
aabccdad,5
aabccdbc,3
aabccdbd,9
aabccdcd,3
aabcdaac,85
aabcdaad,120
aabcdabc,1
aabcdabd,10
aabcdacc,1
aabcdacd,2
aabcdbac,109
aabcdbad,210
aabcdbbc,15
aabcdbbd,54
aabcdbcd,8
aabcdcac,5
aabcdcad,28
aabcdcbd,21
aabcddad,4
aabcddbd,3
aabcddcd,1
aabceaac,2
aabceaad,44
aabceabd,1
aabceacd,1
aabcebac,5
aabcebad,62
aabcebbc,1
aabcebbd,1
aabcecac,1
aabcecad,6
aabcecbd,3
aabdaaac,484
aabdaaad,1139
aabdaaae,14
aabdaabc,10
aabdaabd,79
aabdaabe,2
aabdaacd,4
aabdabac,241
aabdabad,1516
aabdabae,41
aabdabbc,10
aabdabbd,246
aabdabbe,13
aabdabcc,1
aabdabcd,25
aabdabce,5
aabdacac,7
aabdacad,137
aabdacae,21
aabdacbd,46
aabdacbe,6
aabdaccd,4
aabdacce,2
aabdadac,1
aabdadad,15
aabdadae,3
aabdadbd,5
aabdadbe,2
aabdadcd,1
aabdadce,1
aabdbaac,153
aabdbaad,1265
aabdbaae,50
aabdbabd,61
aabdbabe,5
aabdbacd,2
aabdbbac,63
aabdbbad,1302
aabdbbae,75
aabdbbbc,1
aabdbbbd,145
aabdbbbe,26
aabdbbcd,6
aabdbbce,7
aabdbcac,2
aabdbcad,91
aabdbcae,15
aabdbcbd,29
aabdbcbe,9
aabdbccd,1
aabdbcce,2
aabdbdac,1
aabdbdad,12
aabdbdae,1
aabdbdbd,3
aabdbdbe,2
aabdcaac,39
aabdcaad,1395
aabdcaae,264
aabdcabd,54
aabdcabe,27
aabdcacd,4
aabdcace,2
aabdcbac,8
aabdcbad,1266
aabdcbae,387
aabdcbbd,145
aabdcbbe,120
aabdcbcd,7
aabdcbce,4
aabdccad,83
aabdccae,64
aabdccbd,14
aabdccbe,46
aabdcccd,3
aabdccce,9
aabdcdad,7
aabdcdae,6
aabdcdbd,5
aabdcdbe,2
aabdcdce,1
aabddaac,1
aabddaad,513
aabddaae,255
aabddabd,10
aabddabe,9
aabddacd,2
aabddace,1
aabddbad,478
aabddbae,313
aabddbbd,28
aabddbbe,37
aabddbcd,1
aabddcad,11
aabddcae,37
aabddcbd,1
aabddcbe,21
aabddcce,2
aabdddad,2
aabdddae,1
aabdddbd,1
aabdddbe,5
aabdeaad,23
aabdeaae,30
aabdeabe,4
aabdebad,47
aabdebae,43
aabdebbd,3
aabdebbe,5
aabdebcd,1
aabdecad,1
aabdecae,3
aabdecbe,1
aabdedae,1
aacaaaaa,164
aacaaaab,1
aacaaaba,16
aacaaaca,1
aacaabaa,156
aacaabab,1
aacaabba,32
aacaabca,2
aacaacaa,20
aacaacba,3
aacaacca,2
aacaaccb,1
aacaadaa,2
aacaadbb,1
aacabaaa,102
aacabaab,3
aacababa,3
aacabbaa,123
aacabbab,13
aacabbba,27
aacabbbb,5
aacabcaa,18
aacabcab,2
aacabcba,6
aacabcbb,1
aacabcca,2
aacabccb,1
aacabdaa,1
aacabdab,1
aacabdba,1
aacabdbb,1
aacacaaa,184
aacacaab,49
aacacaba,10
aacacabb,5
aacacaca,1
aacacbaa,171
aacacbab,72
aacacbba,26
aacacbbb,22
aacacbcb,4
aacaccaa,19
aacaccab,12
aacaccba,3
aacaccbb,8
aacacccb,3
aacacdab,2
aacacdbb,2
aacadaaa,62
aacadaab,159
aacadaba,4
aacadabb,12
aacadacb,2
aacadbaa,42
aacadbab,183
aacadbba,2
aacadbbb,23
aacadbcb,1
aacadcaa,1
aacadcab,14
aacadcbb,11
aacadccb,1
aacaddab,2
aacaeaaa,1
aacaeaab,57
aacaeabb,2
aacaebab,61
aacaebbb,4
aacaecab,3
aacaecbb,1
aacbaaaa,75
aacbaaab,2
aacbaaac,24
aacbaaba,5
aacbaabc,2
aacbabaa,110
aacbabab,2
aacbabac,32
aacbabba,9
aacbabbb,2
aacbabbc,2
aacbabca,1
aacbacaa,10
aacbacab,1
aacbacac,2
aacbacba,6
aacbacbb,1
aacbadaa,3
aacbadac,1
aacbbaaa,71
aacbbaab,10
aacbbaac,16
aacbbaba,3
aacbbbaa,83
aacbbbab,20
aacbbbac,22
aacbbbba,19
aacbbbbb,4
aacbbbbc,2
aacbbbca,1
aacbbcaa,13
aacbbcab,3
aacbbcba,5
aacbbcbb,3
aacbbcbc,1
aacbbcca,1
aacbbdaa,2
aacbbdac,1
aacbbdbb,1
aacbcaaa,118
aacbcaab,59
aacbcaac,23
aacbcaba,5
aacbcabb,10
aacbcabc,2
aacbcbaa,127
aacbcbab,122
aacbcbac,29
aacbcbba,11
aacbcbbb,26
aacbcbbc,3
aacbcbcb,1
aacbccaa,9
aacbccab,20
aacbccac,3
aacbccba,1
aacbccbb,17
aacbccbc,5
aacbcccb,1
aacbcdab,2
aacbcdbb,1
aacbcdcb,1
aacbdaaa,38
aacbdaab,233
aacbdaac,110
aacbdaba,1
aacbdabb,4
aacbdabc,5
aacbdacb,1
aacbdbaa,20
aacbdbab,243
aacbdbac,85
aacbdbba,2
aacbdbbb,34
aacbdbbc,12
aacbdbcb,2
aacbdcaa,1
aacbdcab,19
aacbdcac,7
aacbdcba,1
aacbdcbb,9
aacbdcbc,3
aacbddab,2
aacbeaaa,1
aacbeaab,109
aacbeaac,54
aacbeaad,1
aacbeabb,9
aacbeabc,2
aacbebab,120
aacbebac,47
aacbebbb,4
aacbebbc,3
aacbecab,5
aacbecac,1
aacbecbb,2
aacbedab,2
aacbedbb,1
aaccaaac,51
aaccaaad,1
aaccaabc,4
aaccabac,71
aaccabad,3
aaccabbc,11
aaccabbd,2
aaccabcc,2
aaccacac,12
aaccacad,2
aaccacbc,5
aaccacbd,1
aaccaccc,2
aaccadac,2
aaccbaac,40
aaccbaad,2
aaccbabc,3
aaccbbac,56
aaccbbad,15
aaccbbbc,13
aaccbbbd,5
aaccbbcc,2
aaccbbcd,2
aaccbcac,6
aaccbcad,4
aaccbcbc,4
aaccbcbd,4
aaccbccd,1
aaccbdac,1
aaccbdad,1
aaccbdbc,2
aaccbdbd,2
aacccaac,57
aacccaad,19
aacccabc,3
aacccabd,5
aacccacc,1
aacccbac,84
aacccbad,48
aacccbbc,14
aacccbbd,9
aacccbcc,1
aaccccac,11
aaccccad,9
aaccccbc,4
aaccccbd,7
aacccccc,1
aacccdac,1
aacccdad,3
aacccdcd,1
aaccdaac,24
aaccdaad,53
aaccdabc,1
aaccdabd,4
aaccdacd,1
aaccdbac,42
aaccdbad,87
aaccdbbc,2
aaccdbbd,18
aaccdbcd,1
aaccdcac,1
aaccdcad,12
aaccdcbc,1
aaccdcbd,6
aaccdccd,2
aacceaac,1
aacceaad,31
aaccebad,40
aaccebbd,5
aaccecad,3
aacdaaac,28
aacdaaad,64
aacdaaae,4
aacdaabc,1
aacdaabd,5
aacdabac,7
aacdabad,58
aacdabae,5
aacdabbd,13
aacdacad,3
aacdacbd,2
aacdbaac,3
aacdbaad,103
aacdbaae,6
aacdbabd,4
aacdbacd,1
aacdbbac,3
aacdbbad,89
aacdbbae,4
aacdbbbc,1
aacdbbbd,17
aacdbbbe,1
aacdbbcd,2
aacdbbce,1
aacdbcad,1
aacdbcbd,2
aacdbcce,1
aacdcaad,175
aacdcaae,58
aacdcabd,1
aacdcabe,5
aacdcacd,1
aacdcace,1
aacdcbac,1
aacdcbad,140
aacdcbae,77
aacdcbbd,16
aacdcbbe,13
aacdcbce,3
aacdccad,7
aacdccae,9
aacdccbd,1
aacdccbe,11
aacdcdad,1
aacdcdbe,3
aacddaac,1
aacddaad,123
aacddaae,96
aacddabd,7
aacddabe,7
aacddbad,143
aacddbae,112
aacddbbd,14
aacddbbe,13
aacddbcd,1
aacddbce,3
aacddcad,4
aacddcae,9
aacddcbe,4
aacdddad,3
aacdddbe,1
aacdeaad,27
aacdeaae,22
aacdeabd,1
aacdeabe,1
aacdebad,16
aacdebae,57
aacdebbd,3
aacdebbe,4
aacdecad,3
aacdecae,2
aacdecbd,2
aadaaaaa,5
aadaaaab,1
aadaaaca,1
aadaabaa,8
aadaacaa,1
aadaacbb,1
aadabaaa,4
aadabaab,1
aadababa,2
aadabbaa,1
aadabbab,1
aadabcaa,1
aadacaaa,13
aadacaab,3
aadacaba,1
aadacbaa,9
aadacbab,12
aadacbba,1
aadacbbb,3
aadaccbb,2
aadadaaa,1
aadadaab,6
aadadabb,1
aadadbaa,3
aadadbab,7
aadadbba,1
aadadcab,1
aadaeaab,5
aadaebab,4
aadaedab,1
aadbaaaa,3
aadbaaab,8
aadbaaac,1
aadbaabb,1
aadbaaca,1
aadbabaa,4
aadbabab,3
aadbabac,3
aadbacaa,1
aadbadaa,1
aadbbaaa,6
aadbbaab,2
aadbbbaa,6
aadbbbab,2
aadbbbac,1
aadbbbbb,1
aadbbbbc,1
aadbbcab,1
aadbbcbb,1
aadbcaaa,8
aadbcaab,15
aadbcaac,2
aadbcabb,3
aadbcbaa,6
aadbcbab,9
aadbcbac,2
aadbcbba,1
aadbcbbb,3
aadbccab,1
aadbccac,1
aadbccbb,1
aadbcdac,1
aadbdaaa,1
aadbdaab,20
aadbdaac,9
aadbdbaa,1
aadbdbab,24
aadbdbac,2
aadbdbbb,1
aadbdcab,1
aadbdcbb,1
aadbeaab,14
aadbeaac,5
aadbebab,12
aadbebac,3
aadbebbb,2
aadbecac,1
aadcaaac,3
aadcaaad,1
aadcabac,1
aadcacac,1
aadcbaac,1
aadcbaad,1
aadcbbac,1
aadcbcac,1
aadccaac,4
aadccabd,1
aadccbac,1
aadccbad,5
aadcccad,1
aadcdaac,1
aadcdaad,2
aadcdbac,2
aadcdbad,3
aadcdbbd,2
aadcdcac,1
aadcdcad,1
aadceaad,2
aadcebad,1
aaddaaad,2
aaddaacd,1
aaddabad,3
aaddabae,1
aaddabbd,1
aaddbaad,3
aaddbbad,4
aaddbbae,3
aaddbdad,1
aaddcaad,5
aaddcaae,1
aaddcbad,5
aaddcbae,2
aaddcbbe,2
aadddaad,3
aadddaae,6
aadddabd,1
aadddabe,1
aadddbad,4
aadddbae,1
aaddeaad,1
aaddebad,2
aaddebae,2
aaddebbe,1
abaaaaaa,1769
abaaaaab,5
abaaaaba,208
abaaaaca,28
abaaabaa,3360
abaaabab,14
abaaabba,1068
abaaabbb,7
abaaabca,82
abaaacaa,540
abaaacab,6
abaaacba,519
abaaacbb,7
abaaacca,68
abaaaccb,5
abaaadaa,56
abaaadab,2
abaaadba,50
abaaadbb,3
abaaadca,13
abaaadcb,1
abaabaaa,614
abaabaab,14
abaababa,70
abaababb,3
abaabaca,6
abaabbaa,1184
abaabbab,61
abaabbba,317
abaabbbb,38
abaabbca,22
abaabbcb,5
abaabcaa,168
abaabcab,11
abaabcba,138
abaabcbb,25
abaabcca,16
abaabccb,5
abaabdaa,12
abaabdab,3
abaabdba,10
abaabdbb,5
abaabdca,3
abaabdcb,5
abaacaaa,377
abaacaab,68
abaacaba,42
abaacabb,11
abaacaca,1
abaacbaa,569
abaacbab,186
abaacbba,140
abaacbbb,72
abaacbca,7
abaacbcb,6
abaaccaa,80
abaaccab,32
abaaccba,62
abaaccbb,52
abaaccca,10
abaacccb,8
abaacdaa,6
abaacdab,5
abaacdba,3
abaacdbb,6
abaacdcb,2
abaadaaa,33
abaadaab,55
abaadabb,7
abaadbaa,36
abaadbab,64
abaadbba,6
abaadbbb,23
abaadbcb,1
abaadcaa,5
abaadcab,16
abaadcba,2
abaadcbb,13
abaadccb,1
abaaddab,1
abaaddcb,1
abaaeaab,8
abaaebab,8
abaaebbb,6
abaaecab,2
abaaecbb,2
ababaaaa,45
ababaaab,18
ababaaac,389
ababaaba,7
ababaabb,6
ababaabc,22
ababaacb,1
ababaacc,1
abababaa,80
abababab,50
abababac,510
abababba,24
abababbb,17
abababbc,132
abababca,2
abababcb,1
abababcc,6
ababacaa,19
ababacab,10
ababacac,66
ababacba,18
ababacbb,9
ababacbc,33
ababacca,3
ababaccb,3
ababaccc,1
ababadaa,2
ababadac,4
ababadbb,1
ababadbc,4
ababadca,1
ababadcc,1
ababbaaa,26
ababbaab,1
ababbaac,81
ababbaba,1
ababbabb,1
ababbabc,9
ababbacc,1
ababbbaa,53
ababbbab,11
ababbbac,158
ababbbba,13
ababbbbb,2
ababbbbc,50
ababbbcb,2
ababbbcc,3
ababbcaa,7
ababbcab,3
ababbcac,26
ababbcba,6
ababbcbb,2
ababbcbc,20
ababbcca,2
ababbccc,5
ababbdac,2
ababbdba,1
ababbdbc,1
ababcaaa,24
ababcaab,10
ababcaac,34
ababcaba,3
ababcabc,5
ababcacc,1
ababcbaa,31
ababcbab,23
ababcbac,93
ababcbba,4
ababcbbb,7
ababcbbc,27
ababcbca,1
ababcbcc,2
ababccaa,6
ababccab,4
ababccac,14
ababccba,5
ababccbb,6
ababccbc,10
ababcccb,1
ababcccc,1
ababcdaa,1
ababcdab,1
ababcdbc,3
ababcdca,1
ababdaaa,3
ababdaab,14
ababdaac,15
ababdabb,2
ababdbaa,2
ababdbab,17
ababdbac,19
ababdbba,1
ababdbbb,3
ababdbbc,4
ababdbcb,1
ababdcab,1
ababdcac,2
ababdcbb,4
ababddab,1
ababeaac,1
ababeacb,1
ababebab,6
ababebac,1
ababebbb,1
ababecab,3
abacaaac,580
abacaaad,9
abacaabc,125
abacaabd,3
abacaacc,8
abacabac,1395
abacabad,22
abacabbc,493
abacabbd,21
abacabcc,63
abacabcd,8
abacacac,261
abacacad,7
abacacbc,305
abacacbd,22
abacaccc,49
abacaccd,3
abacadac,17
abacadad,1
abacadbc,28
abacadbd,2
abacadcc,5
abacadcd,1
abacbaac,152
abacbaad,10
abacbabc,24
abacbabd,6
abacbacc,2
abacbbac,440
abacbbad,62
abacbbbc,141
abacbbbd,44
abacbbcc,8
abacbbcd,7
abacbcac,63
abacbcad,17
abacbcbc,93
abacbcbd,39
abacbccc,13
abacbccd,3
abacbdac,7
abacbdad,6
abacbdbc,5
abacbdbd,3
abacbdcc,2
abacbdcd,1
abaccaac,95
abaccaad,25
abaccabc,12
abaccabd,17
abaccacc,1
abaccacd,2
abaccbac,209
abaccbad,140
abaccbbc,58
abaccbbd,59
abaccbcc,3
abaccbcd,6
abacccac,41
abacccad,23
abacccbc,30
abacccbd,54
abaccccc,1
abaccccd,4
abaccdac,4
abaccdad,1
abaccdbc,1
abaccdbd,2
abaccdcd,1
abacdaac,6
abacdaad,22
abacdabd,3
abacdacd,1
abacdbac,8
abacdbad,45
abacdbbc,4
abacdbbd,15
abacdbcc,1
abacdbcd,2
abacdcad,17
abacdcbc,1
abacdcbd,9
abacdccc,1
abacdccd,2
abacddad,3
abacddcd,3
abaceaad,1
abacebad,9
abacecad,1
abadaaac,219
abadaaad,327
abadaaae,10
abadaabc,11
abadaabd,54
abadaacc,1
abadaacd,3
abadabac,148
abadabad,695
abadabae,21
abadabbc,13
abadabbd,206
abadabbe,19
abadabcd,21
abadabce,1
abadacac,2
abadacad,104
abadacae,5
abadacbc,1
abadacbd,67
abadacbe,9
abadaccd,6
abadacce,1
abadadad,11
abadadae,1
abadadbd,6
abadadbe,1
abadadcd,4
abadbaac,55
abadbaad,288
abadbaae,9
abadbabc,2
abadbabd,15
abadbabe,3
abadbacd,4
abadbbac,25
abadbbad,378
abadbbae,27
abadbbbc,1
abadbbbd,93
abadbbbe,15
abadbbcd,5
abadbcac,1
abadbcad,27
abadbcae,6
abadbcbc,1
abadbcbd,19
abadbcbe,4
abadbccd,2
abadbdad,3
abadbdbd,2
abadbdbe,1
abadcaac,12
abadcaad,201
abadcaae,38
abadcabd,9
abadcabe,4
abadcbac,2
abadcbad,214
abadcbae,50
abadcbbd,41
abadcbbe,15
abadcbcd,3
abadcbce,2
abadccad,24
abadccae,7
abadccbd,9
abadccbe,10
abadcccd,1
abadccce,3
abadcdad,1
abadcdae,2
abadcdbd,2
