string,count
eaabadbaeaaabaa,2
eaabadbaeaaabab,2
eaabadbaeaaabbb,2
eaabadbaeaaabca,1
eaabadbaeaaabcb,1
eaabadbaeaaabcc,1
eaabadbaeaeaaab,1
eaabadbaeaeabbc,1
eaabadbbeaaaaab,1
eaabadbbeaaaaad,1
eaabadbbeaaabcb,3
eaabadbbeabdcab,1
eaabadbbeaeaaca,1
eaabadbceaaaaad,1
eaabadbceaaabab,1
eaabadbceadabad,1
eaabadbdeaadaaa,1
eaabadbdeababab,1
eaabbaabeaadbcd,1
eaabbabbeaeaaad,1
eaabbabdeaeaaad,1
eaabbbabeaadbbd,1
eaabbbabeabbaad,1
eaabbbaceaedbab,1
eaabbbadeaaddbd,1
eaabbcabeaaabcb,1
eaabbcbacaeabab,1
eaabbcbaeaeabad,1
eaabbdaaeaaaaaa,1
eaabbdaaeaaaaca,1
eaabbdaaeaaabab,3
eaabbdaaeaaabca,1
eaabbdaaeaadaaa,1
eaabbdaaeababbd,1
eaabbdaaeaeaacd,1
eaabbdabdaeabaa,1
eaabbdabeaaaaaa,1
eaabbdabeaaaaba,1
eaabbdabeaaaacd,1
eaabbdabeaaabaa,1
eaabbdabeaaabab,2
eaabbdabeaaabba,1
eaabbdabeaaabcb,1
eaabbdabeaeabbb,1
eaabbdabebaaaab,1
eaabbdbaeaaaaaa,1
eaabbdbaeaaaaba,1
eaabbdbaeaaabaa,1
eaabbdbaeaaabab,1
eaabbdbaeaaabac,1
eaabbdbaeaaabca,1
eaabbdbaeaaadad,1
eaabbdbaeaadaba,1
eaabbdbaeaadbbc,1
eaabbdbbeaaaaaa,2
eaabbdbbeaaabcd,1
eaabbdbbeaaacac,1
eaabbdbbeadabbd,1
eaabbdbbeaeabba,1
eaabbdcbeaaaaaa,1
eaabcaaddaeadcd,1
eaabcaadeaadbca,1
eaabcaadeaadbcb,1
eaabcaadeaeaacd,1
eaabcbaaeaaabad,1
eaabcbabdaeabaa,1
eaabcbabeaeabcb,1
eaabcbadeaadcba,1
eaabcbbaeaeabcb,1
eaabcbbceaaaaca,1
eaabcbbdeadaaca,1
eaabccbaeaeaaaa,1
eaabcdaaeaaaaaa,5
eaabcdaaeaaaaab,3
eaabcdaaeaaaaba,1
eaabcdaaeaaaacd,1
eaabcdaaeaaabaa,2
eaabcdaaeaaabab,4
eaabcdaaeaaabbb,1
eaabcdaaeaaacab,1
eaabcdaaeacabaa,1
eaabcdaaeadaaaa,1
eaabcdabeaaaabd,1
eaabcdabeaaabaa,3
eaabcdabeaaabab,2
eaabcdabeaaabbb,1
eaabcdabeaaabcd,1
eaabcdabeaaaccd,1
eaabcdabeaeacab,1
eaabcdadeaaaaaa,1
eaabcdadeaaabca,1
eaabcdadeabaaab,1
eaabcdbaeaaaaad,1
eaabcdbaeaaaacd,2
eaabcdbaeaaabab,1
eaabcdbaeaabacd,1
eaabcdbaeaedaab,1
eaabcdbbeaaaaaa,1
eaabcdbbeaaabcd,1
eaabcdbceaaaacd,1
eaabcdcaeaaabaa,1
eaabdaaaeaadaca,1
eaabdaaaeaeabca,1
eaabdaabeaadaad,1
eaabdaadeaaaaca,1
eaabdaadeaaaacd,1
eaabdaadeaadacd,1
eaabdabbeaeaacd,1
eaabdbaabaeaaaa,1
eaabdbaaeaaaacd,1
eaabdbaaeaabaaa,1
eaabdbaaeaadaad,1
eaabdbaaeaadbad,1
eaabdbaaeaeaacb,1
eaabdbaaebaabca,1
eaabdbaaebadbad,1
eaabdbabeaaabca,1
eaabdbabeaaaccd,1
eaabdbabeaaadca,1
eaabdbabeaadbad,1
eaabdbabeaadcad,1
eaabdbabeabaabd,1
eaabdbabeaeabad,1
eaabdbaceaadabd,1
eaabdbaceaadbbd,1
eaabdbaceabdbbd,1
eaabdbadeaaaabd,1
eaabdbadeaaabca,1
eaabdbadeaadaca,1
eaabdbadeabaacd,1
eaabdbadeacaacd,1
eaabdbadeadaacd,1
eaabdbadeaeaacd,1
eaabdbadeaeabcd,1
eaabdbadebadbcd,1
eaabdbbabaeaaaa,1
eaabdbbaeaaabab,1
eaabdbbaeaeacad,1
eaabdbbbeaaaaba,1
eaabdbbbeaaaabd,1
eaabdbbbeaadabd,1
eaabdbbbeacbbcb,1
eaabdcaaeaeabad,1
eaabdcbaeaaaaaa,1
eaabdcbdeaaadaa,1
eaabdcbdeaadacd,1
eaabddaaeaaaaaa,6
eaabddaaeaaaaab,2
eaabddaaeaaaaad,1
eaabddaaeaaabaa,2
eaabddaaeaaabab,7
eaabddaaeaadbab,1
eaabddaaeabaaab,1
eaabddaaeabaaac,1
eaabddaaeacaaaa,1
eaabddaaeadabab,1
eaabddaaeaeabaa,1
eaabddaaebaabab,1
eaabddabeaaaaaa,1
eaabddabeaaaaab,1
eaabddabeaaabab,1
eaabddabeaadaaa,2
eaabddabeaeabab,1
eaabddabebbaaaa,1
eaabddaceaaabaa,1
eaabddadeaaaaab,1
eaabddadeaaaaca,2
eaabddadeaaabbb,1
eaabddbadaeabab,1
eaabddbaeaaaaaa,1
eaabddbaeaaaaab,1
eaabddbaeaaabac,1
eaabddbaeabaaaa,1
eaabddbaeabdaaa,1
eaabddbaeadaaaa,1
eaabddbaeaeaaaa,1
eaabddbaeaeaaab,2
eaabddbaeaeaaba,1
eaabddbbeaaaaaa,1
eaabddbbeaaabaa,2
eaabddbbeaadaba,1
eaabddbbeabdbad,1
eaabddbbeaeabab,1
eaabebabeaadaab,1
eaabebadeaedaca,1
eaabebbaeaeabad,1
eaabecaaeaeabbd,1
eaabedaaeaaaaaa,3
eaabedaaeaaaaab,1
eaabedaaeaaaaca,7
eaabedaaeaaabaa,2
eaabedaaeaaabab,7
eaabedaaeaaabca,1
eaabedaaeaaabcb,5
eaabedaaeaaaccb,1
eaabedaaeababcb,1
eaabedaaeacaacb,1
eaabedaaebaaaaa,1
eaabedabeaaaaaa,1
eaabedabeaaaaab,2
eaabedabeaaaaca,1
eaabedabeaaabaa,2
eaabedabeaaabab,3
eaabedabeaaabca,1
eaabedabeaaabcb,4
eaabedabeadabaa,1
eaabedabebaabca,1
eaabedabebaabcb,1
eaabedaceaaaaaa,2
eaabedaceaaaaca,1
eaabedaceaaabcb,1
eaabedacebaabca,1
eaabedadeaaaacd,1
eaabedadebaaaaa,1
eaabedbaeaaaaab,1
eaabedbaeaaaaca,3
eaabedbaeaaabaa,1
eaabedbaeaaabca,2
eaabedbaeaaabcb,1
eaabedbaeaaabcc,3
eaabedbbeaaaaab,1
eaabedbbeaaabca,2
eaabedbbeaaabcb,1
eaabedbbeaaadad,1
eaabedbbeadabcb,1
eaabedbbebbabab,1
eaabedcaeaaabab,1
eaacaaabdaeddaa,1
eaacabaaeadbbbc,1
eaacabadcaeaaaa,1
eaacabbbeaeabca,1
eaacacbbeaeaaad,1
eaacacbbeaeabbd,1
eaacacbceaeaccd,1
eaacadaaeaaaaaa,1
eaacadaaeaaabaa,1
eaacadaaeaaabcb,1
eaacadabeaaaaaa,1
eaacadabebaaabb,1
eaacadadeaaaaaa,1
eaacadbaeaaaaad,1
eaacadbaeaaaaca,1
eaacadbaeaaabac,1
eaacadbaeaeabcd,1
eaacadbdeaaaccb,1
eaacbaabeabadad,1
eaacbbaacaeabaa,1
eaacbbaaeaaabad,1
eaacbbadeaedaca,1
eaacbbbacaeaaaa,1
eaacbbbaeaeadad,1
eaacbcabeaabbbb,1
eaacbcbaeaaabbb,1
eaacbcbbeaadbad,1
eaacbcbbeabaabd,1
eaacbcbbeaeaaca,1
eaacbcbceaeaaad,1
eaacbdabeaaaaaa,1
eaacbdabeaaabbd,1
eaacbdabeabdcbd,1
eaacbdabebaabac,1
eaacbdbaeaaabaa,1
eaacbdbaeaaabab,1
eaacbdbaeaadbab,1
eaacbdbaeababcc,1
eaacbdbbeaaabcb,1
eaacbdbbeadabba,1
eaacbdbbeadaccc,1
eaaccbbaeaedbab,1
eaacccbaeaeabcb,1
eaaccdadeaaabbb,1
eaaccdadeaaacad,1
eaaccdbaeaaabcd,1
eaaccdbaeaaaccd,1
eaacdbaaeaaabbd,1
eaacdbaaeaaddad,1
eaacdbaaeadabcc,1
eaacdbbaeaaaacb,1
eaacdbbaeaaabbd,1
eaacdbbceaeadca,1
eaacdcaacaeaaab,1
eaacdcaaeaeabcb,1
eaacdcbaeaaabcc,1
eaacdcbaeaadbcb,1
eaacdcbbcaeaaaa,1
eaacdcbbeaaabac,1
eaacddaaeaaaaab,1
eaacddaaeaaaabb,1
eaacddaaeaeabac,1
eaacddbaeaaadad,1
eaacddbaeababac,1
eaacddbbeaaabbb,1
eaacddbbeaaabbc,1
eaacebbaeaedbcc,1
eaacecaceaedbcc,1
eaacedaaeaaaacb,1
eaacedabeaaabac,1
eaacedabeaaaccb,1
eaadaaaaeaaaaad,1
eaadaaaaeaeaaaa,11
eaadaaaaeaeaaad,1
eaadaaaaeaeaaba,1
eaadaaaaeaeabaa,4
eaadaaaaeaeabab,1
eaadaaaaeaeabad,1
eaadaaabeaeaaaa,7
eaadaaabeaeaaca,1
eaadaaabeaeabaa,8
eaadaaabeaeabab,4
eaadaaabeaeabba,1
eaadaaabeaeacab,1
eaadaaabeaeadaa,1
eaadaaabeaebaaa,1
eaadaaabebeabaa,1
eaadaaaceaeabbb,1
eaadaaadeaadaca,1
eaadaaadeaeaaaa,1
eaadaaadeaeaacb,1
eaadaaadebeaaaa,1
eaadaabaeaeaaaa,1
eaadaabbeaeaaaa,1
eaadaabbeaeaabb,1
eaadabaaeaaaaab,1
eaadabaaeaaaaad,1
eaadabaaeaeaaaa,6
eaadabaaeaeaaca,1
eaadabaaeaeabaa,7
eaadabaaeaeabab,2
eaadabaaeaeabac,1
eaadabaaeaeabba,1
eaadabaaeaeabbb,1
eaadabaaeaeacac,1
eaadabaaeaecaaa,1
eaadabaaeaedaaa,1
eaadababeaeaaaa,2
eaadababeaeaaab,2
eaadababeaeaaba,1
eaadababeaeaaca,1
eaadababeaeabaa,8
eaadababeaeabab,7
eaadababeaeabba,2
eaadababeaeabbb,1
eaadababeaeacaa,1
eaadababebeaaab,2
eaadabaceaaaaca,1
eaadabaceaeaaba,1
eaadabaceaeabaa,2
eaadabaceaeabab,1
eaadabaceaeabba,1
eaadabaddaeaaca,1
eaadabadeaaadad,1
eaadabadeadadcd,1
eaadabadeaeaaaa,1
eaadabbaeaaabab,1
eaadabbbeaadbaa,1
eaadabbbeaeaaaa,1
eaadacaaeaeaaaa,1
eaadacbbeaeaccb,1
eaadadaaeaaaaaa,3
eaadadaaeaaaaab,1
eaadadaaeaaaaad,7
eaadadaaeaaaabd,1
eaadadaaeaaaaca,2
eaadadaaeaaaacd,1
eaadadaaeaaabaa,2
eaadadaaeaaabab,1
eaadadaaeaaabac,1
eaadadaaeaaabad,8
eaadadaaeaaabbb,1
eaadadaaeaaabbd,1
eaadadaaeaaabcd,1
eaadadaaeaaacad,1
eaadadaaeaaadad,1
eaadadaaeaacaad,1
eaadadaaeadaaad,1
eaadadaaeadabad,1
eaadadaaeaeaaaa,2
eaadadaaeaeabab,4
eaadadaaeaeabba,1
eaadadaaeaeabbc,1
eaadadaaeaeacac,1
eaadadaaebaabad,1
eaadadaaebaadad,1
eaadadabeaaaaaa,1
eaadadabeaaaaab,1
eaadadabeaaaaad,5
eaadadabeaaaabd,1
eaadadabeaaaaca,1
eaadadabeaaaacb,1
eaadadabeaaabaa,1
eaadadabeaaabab,1
eaadadabeaaabad,4
eaadadabeaaabcb,1
eaadadabeababad,1
eaadadabeadaaad,1
eaadadabeaeaaab,1
eaadadabeaeaaca,1
eaadadabeaeabab,3
eaadadabeaeabca,1
eaadadabebaabad,1
eaadadabebaacad,1
eaadadabebeabaa,1
eaadadadeaaaaad,2
eaadadadeaaabad,1
eaadadadeaaabcd,2
eaadadadeaeabca,1
eaadadbaeaaaaca,1
eaadadbaeaaabaa,1
eaadadbaeaaabca,1
eaadadbaeaeaccb,1
eaadadbaebaaaaa,1
eaadadbbeaaaaca,6
eaadadbbeaaabaa,1
eaadadbbeaaabab,1
eaadadbbeaaabca,1
eaadadbbeaaacad,1
eaadadbbeacaaad,1
eaadadbbeadabcb,1
eaadadbbeaeaaab,1
eaadadbbeaeabcb,1
eaadbaaaeaaabcd,1
eaadbaaaeaeabaa,2
eaadbaaaeaeabad,1
eaadbaaaeaecbaa,1
eaadbaabeaeaaaa,1
eaadbaabeaeabaa,3
eaadbaabeaeabab,1
eaadbaabeaecaaa,1
eaadbabaeaaabab,1
eaadbabaeaeabab,1
eaadbbaaeadaaaa,1
eaadbbaaeaeaaaa,1
eaadbbaaeaeaaad,1
eaadbbabeaeaaaa,2
eaadbbabeaeabaa,1
eaadbbabeaeabab,3
eaadbbabeaeabca,1
eaadbbabebeaaba,1
eaadbbbaeaaabcb,1
eaadbbbaeababab,1
eaadbbbaeaeabaa,1
eaadbbbaeaeabbb,1
eaadbcadeaeabab,1
eaadbcbcdaeabbb,1
eaadbdaaeaaaaad,1
eaadbdaaeaaabad,1
eaadbdaaeaaacac,1
eaadbdaaeaaaccb,1
eaadbdaaebeabaa,1
eaadbdabeaaaaad,1
eaadbdabeaaaabd,1
eaadbdabeadaccb,1
eaadbdaceaaabad,1
eaadbdadeaaabad,1
eaadbdbaeaaaaad,1
eaadbdbaeaaabcb,1
eaadbdbbeaaabad,1
eaadbdbbeaaabcb,1
eaadbdbceaaabca,1
eaadbdbceaaacbb,1
eaadbdbdeaaaccd,1
eaadcbabeaeaaad,1
eaadcdaaeaaaaaa,1
eaadcdaaeaaabad,1
eaadcdabeaaabab,1
eaadcdabeaaabad,1
eaadcdabeabaaac,1
eaadcdaceaaaaaa,1
eaadcdbaeaaaaaa,1
eaadcdbaeaaabab,1
eaadcdbaeaacaaa,1
eaadcdbaeaeabcd,1
eaaddbaaeaaaaad,1
eaaddbaaeaaaabb,1
eaaddbaaeaaabcd,1
eaaddbadeabaaaa,1
eaaddbbaeaaabab,1
eaaddbbaeaadaad,1
eaaddcaaeaaabab,1
eaaddcbaeaeacab,1
eaaddcbdeababca,1
eaadddaaeaaaaaa,1
eaadddaaeaaaaba,1
eaadddaaeaaabaa,1
eaadddaaeaaabab,1
eaadddaaeadaaab,1
eaadddaaeadaaac,1
eaadddaaeaeaaaa,1
eaadddaaeaeaaca,1
eaadddaaeaeabaa,2
eaadddaaeaeabab,1
eaadddabeaaabab,1
eaadddabeaeaaaa,1
eaadddabeaebaab,1
eaadddaceaaaaaa,1
eaadddaceaeabbb,1
eaadddadeaaabaa,1
eaadddbaeaaabab,1
eaadddbaeaaabbb,1
eaadddbaeaaacab,1
eaadddbaeaaacac,1
eaadddbaeaeaaaa,1
eaadddbaeaeaabb,1
eaadddbbeaaaaaa,1
eaadddbbeaeabaa,1
eaadddbbeaeacbb,1
eaadddbceaeabaa,1
eaadddbceaeabbc,1
eaadeaaaeaeaaaa,10
eaadeaaaeaeabaa,11
eaadeaaaeaeabab,3
eaadeaaaeaeacab,1
eaadeaaaeaeadaa,1
eaadeaaaebeabaa,1
eaadeaabeaeaaaa,8
eaadeaabeaeaaba,1
eaadeaabeaeabaa,11
eaadeaabeaeabab,2
eaadeaabeaeabac,1
eaadeaaceaeaaba,1
eaadeaaceaeabaa,1
eaadeaadeaeabab,1
eaadeabaeaeabaa,1
eaadeabbebeaaab,1
eaadeabdeaeaaaa,1
eaadebaaeaeaaaa,9
eaadebaaeaeabaa,6
eaadebaaeaeabab,3
eaadebabeaeaaaa,10
eaadebabeaeaaba,1
eaadebabeaeaaca,1
eaadebabeaeabaa,9
eaadebabeaeabab,9
eaadebabeaeabba,2
eaadebabeaeabbb,1
eaadebabeaeacac,1
eaadebabebeaaaa,1
eaadebaceaeaaaa,1
eaadebaceaeaaba,1
eaadebaceaeaacd,1
eaadebaceaeabba,1
eaadebaceaeabbb,1
eaadebaceaeabcd,1
eaadebaceaeacbb,1
eaadebadeaeaaaa,1
eaadebadeaeabca,1
eaadebbaeaeaaaa,5
eaadebbaeaeabab,1
eaadebbbeaeaaaa,3
eaadebbbeaeaaba,1
eaadebbbeaeabaa,1
eaadedaaeaaaaac,1
eaadedaaeaaaaad,17
eaadedaaeaaaabd,1
eaadedaaeaaaacd,1
eaadedaaeaaabab,1
eaadedaaeaaabad,21
eaadedaaeaaabcd,1
eaadedaaeababcb,1
eaadedaaeadaaad,2
eaadedaaeaeaaaa,2
eaadedaaeaeabaa,1
eaadedaaebaaaad,1
eaadedaaebaabad,2
eaadedabeaaaaaa,2
eaadedabeaaaaad,4
eaadedabeaaaaca,2
eaadedabeaaabad,7
eaadedabeaaabbd,1
eaadedabeaaacad,2
eaadedabeaaacbd,1
eaadedabeaabaad,1
eaadedabeababbd,1
eaadedabeadabad,1
eaadedabeaeabaa,1
eaadedabeaeabab,1
eaadedabeaeabbb,1
eaadedabebaabad,1
eaadedaceaaabad,1
eaadedadeaaaaca,1
eaadedadeaaaacd,1
eaadedadeaaabcd,1
eaadedbaeaaaaad,1
eaadedbaeaaabad,4
eaadedbaeaaacbd,1
eaadedbbeaaaaad,1
eaadedbbebaaaad,1
eabaaaabebedaaa,1
eabaaaaddacdbcb,1
eabaaaaddaebacb,1
eabaaaadeaaaacd,2
eabaaaadeaabacd,6
eabaaaadeaadaca,1
eabaaaadeadbacd,1
eabaaaadeaeabcd,2
eabaaaadeaebacd,2
eabaaaadebabccd,1
eabaaabadadddaa,1
eabaaabadaedbaa,1
eabaaabbeaadbad,1
eabaaabbeaaddad,1
eabaaabdeaadbad,1
eabaabaaeaedbcb,1
eabaababeaadbad,1
eabaababeabdabd,1
eabaababeaddbad,1
eabaabadeaaabcd,2
eabaabadeaabacd,2
eabaabadeaabbca,1
eabaabadeaabbcd,3
eabaabadeaacacd,1
eabaabadeadbbcb,1
eabaabadeaeaacd,1
eabaabadebaabca,1
eabaabbaeaadbac,1
eabaabbbeaabbca,1
eabaabbbeaadabd,1
eabaabbbeaeaabd,1
eabaadaaeaaaaaa,1
eabaadaaeaaabaa,3
eabaadaaeaaacab,1
eabaadaaeaaacca,1
eabaadaaeaaaccb,1
eabaadaaeaaadad,1
eabaadaaeaabaaa,2
eabaadaaeaabaca,1
eabaadaaeaabbca,2
eabaadaaeaabbcd,1
eabaadaaebaabaa,2
eabaadaaebaabca,1
eabaadaaebabbaa,1
eabaadabeaaaaaa,1
eabaadabeaaabaa,2
eabaadabeaaabab,3
eabaadabeaaabba,1
eabaadabeaaabca,2
eabaadabeaaabcb,1
eabaadabeaaadcb,1
eabaadabeaabaaa,1
eabaadabeaabbab,1
eabaadabeaabbca,2
eabaadabeaadaca,1
eabaadabeabbbca,1
eabaadaceaaaaba,1
eabaadaceaaabba,1
eabaadaceaabbca,1
eabaadaceaabccb,1
eabaadaceabbbcc,1
eabaadadeaaaacd,8
eabaadadeaaabcb,1
eabaadadeaaabcd,5
eabaadadeaaadcd,1
eabaadadeaababd,1
eabaadadeaabacd,9
eabaadadeaabbaa,1
eabaadadeaabbcd,5
eabaadadeaabcbb,1
eabaadadeababcd,1
eabaadadeabbacd,1
eabaadadebaabca,1
eabaadbaeaaabaa,1
eabaadbaeaaabcb,1
eabaadbaeaaadaa,1
eabaadbaeaabaaa,2
eabaadbaeaababa,1
eabaadbaeaabbaa,2
eabaadbaeaabbcb,1
eabaadbaebabbad,1
eabaadbbeaaaaaa,1
eabaadbbeaaaaca,2
eabaadbbeaaabab,2
eabaadbbeaaabca,1
eabaadbbeaabbad,1
eabaadbbeaabbcb,1
eabaadbbeababab,1
eabaadbbebabbad,1
eabaadbbebdcaca,1
eabaadbceaaabaa,1
eabaadbceababaa,1
eabaadbdeaabacd,1
eabaadbdeaabbaa,1
eabaadcaeadabab,1
eababaadeaeabcd,1
eababaadeaedbaa,1
eabababaeaebcad,1
eababbabdaedbca,1
eababbbadbeaaca,1
eababbbbeabbbca,1
eababcbceaedccb,1
eababdaaeaabaca,1
eababdaaeaabbcb,1
eababdaaebaabaa,1
eababdabeaababa,2
eababdabebdbdaa,1
eababdacebaacba,1
eababdadeaaabaa,1
eababdadeadaacd,1
eabacaadcaeabcb,1
eabacaadeaeaacd,1
eabacaadeaeabcd,2
eabacaadeaebacd,3
eabacabaeaebdca,1
eabacabbeaeadcd,1
eabacabceaddbaa,1
eabacbabeaadbbb,1
eabacbaceaddcbb,1
eabacbadeaeabcd,1
eabacbadeaebdcd,1
eabacbbbeaadcad,1
eabacdaaeaaaaaa,2
eabacdaaeaaabaa,3
eabacdaaeaabcab,1
eabacdaaebabaaa,1
eabacdabeaaaaaa,2
eabacdabeaaaaba,1
eabacdabeaaabab,2
eabacdabeabbbab,1
eabacdaceaabbaa,1
eabacdaceaabbcb,1
eabacdbbeaaabaa,1
eabacdbceaaabba,1
eabacdbceaabbbb,1
eabadaadeaaaacd,4
eabadaadeaaabcd,2
eabadaadeaabacd,11
eabadaadeadbacd,1
eabadaadebddbcd,1
eabadbaaeaddbad,1
eabadbabeaaadcd,1
eabadbabeaadbad,1
eabadbabeaddbad,1
eabadbaddaeaaca,1
eabadbadeaaaacd,1
eabadbadeaabbcd,4
eabadbadeaadaca,1
eabadbadebadbad,1
eabadbbaeaaddcb,1
eabadbbbeabdbad,1
eabadbbceaadacd,1
eabadbbdeaabbca,1
eabadbbdeaadbcb,1
eabadcacbaebaaa,1
eabaddaaeaaaaaa,1
eabaddaaeaabaaa,1
eabaddabeaabbaa,2
eabaddbaeaaaaaa,3
eabaddbaeaaabab,2
eabaddbaeaaabad,1
eabaddbaeaabbaa,1
eabaddbaeaabbab,1
eabaddbaebebbab,1
eabaddbbeaaabaa,1
eabaddbbeaabbab,2
eabaeabaeabaacb,1
eabaebabdaedcca,1
eabaedaaeaaaaca,2
eabaedaaeaaabab,1
eabaedaaeaaabca,3
eabaedaaeaaabcc,1
eabaedaaeaabaaa,2
eabaedaaeaabbaa,1
eabaedaaeadabcb,1
eabaedaaebaabab,1
eabaedaaebabbcb,2
eabaedaaebacbab,1
eabaedabeaaaaaa,1
eabaedabeaaaaca,1
eabaedabeaaabaa,4
eabaedabeaaaccb,1
eabaedabeaaadad,1
eabaedabeaabbca,2
eabaedabeababcb,1
eabaedabebaaaab,1
eabaedabebaaaca,1
eabaedaceaaabcc,1
eabaedaceaaadab,1
eabaedaceaabaca,1
eabaedacebaabbb,1
eabaedadeaaaacd,8
eabaedadeaaabcd,1
eabaedadeaaadcd,1
eabaedadeaababd,1
eabaedadeaabaca,1
eabaedadeaabacd,7
eabaedadeaabbca,1
eabaedadeaabbcd,3
eabaedadeaacacd,1
eabaedadeabbacd,2
eabaedadeabbbcd,1
eabaedadeadabca,1
eabaedbaeaaaaaa,1
eabaedbaeaaaaca,1
eabaedbaeaaabaa,1
eabaedbaeaaabca,1
eabaedbaeaabaca,1
eabaedbaeaabbca,2
eabaedbaebabbab,1
eabaedbaebebaca,1
eabaedbbeaaaaaa,1
eabaedbbeaaabaa,1
eabaedbbeaaabcb,2
eabaedbbeaabaaa,1
eabaedbbeaabbaa,1
eabaedbbebabbca,1
eabaedbceaaaaaa,1
eabaedbceaaabba,1
eabaedbcebaadbd,1
eabbaaabebadbad,1
eabbaaadeaabacd,2
eabbaaadeaadbca,1
eabbaabaebedaad,1
eabbaabaebedbab,1
eabbaabbeaebbbd,1
eabbabaaeaebbca,2
eabbabaaeaebdad,1
eabbabaaebabbcd,1
eabbababeaadbad,1
eabbababeaadbba,1
eabbabaddaeaaca,2
eabbabaddaeabcb,1
eabbabadeaaabcb,1
eabbabadeaabacd,1
eabbabadeaabbcd,1
eabbabadeaebacd,1
eabbabadeaebbcd,2
eabbabbaeaabaad,1
eabbabbaeaabbca,1
eabbabbaeaadacb,1
eabbabbaeababcd,1
eabbabbaeaebbad,1
eabbabbaeaebbca,1
eabbabbaeaeddcd,1
eabbabbbbaebbaa,1
eabbabbbcaeabab,1
eabbabbbeaabccd,1
eabbabbbeaaccad,1
eabbabbbeaadbbd,1
eabbabbbeacdbad,1
eabbabbbeaebbca,1
eabbabbbeaedaaa,1
eabbabbceaabbad,1
eabbabbceaabbbd,1
eabbabbceaabdbd,1
eabbabbceadbaca,1
eabbabbceaebaad,1
eabbabbddaeaaca,1
eabbabbdeaaabaa,1
eabbabbdeaabbcb,1
eabbabbdeaadbcb,1
eabbabbdeaebbca,1
eabbabbdeaebbcb,1
eabbabcbeaabaca,1
eabbacbbeaabaab,1
eabbacbbeaabcad,1
eabbadaaeaaabaa,1
eabbadaaeaaabab,2
eabbadaaeaaabac,1
eabbadaaeaaabca,1
eabbadaaeaaabcb,1
eabbadaaeaabbac,1
eabbadaaeaabdbd,1
eabbadaaeaadbba,1
eabbadaaeabbaaa,1
eabbadaaebaabab,2
eabbadabeaaaabd,1
eabbadabeaaabaa,1
eabbadabeaaabcd,1
eabbadabeaaacab,1
eabbadabeaaaccb,1
eabbadabeaabbaa,2
eabbadabeaabbab,2
eabbadabebaabad,1
eabbadadeaaaacd,3
eabbadadeaaabcd,2
eabbadadeaabacd,1
eabbadadeaabcbd,1
eabbadadeaacbcd,1
eabbadadeadabcd,1
eabbadbaeaaaaaa,1
eabbadbaeaaabaa,6
eabbadbaeaaabca,1
eabbadbaeaaacac,1
eabbadbaeaabaab,1
eabbadbaeaabbaa,1
eabbadbaeaabbab,1
eabbadbaeaabbcd,2
eabbadbaeaabccc,1
eabbadbaeabbacd,1
eabbadbaeadabad,1
eabbadbaeadbaca,1
eabbadbaeaeabca,1
eabbadbaeaebbab,1
eabbadbbeaaaabd,1
eabbadbbeaaabad,2
eabbadbbeaaabca,1
eabbadbbeaabaaa,1
eabbadbbeaabaad,1
eabbadbbeaabbab,1
eabbadbbeaabbad,1
eabbadbbeaabbbd,1
eabbadbbeaabbcb,1
eabbadbbeaabbcd,1
eabbadbbeabbbab,1
eabbadbbeabcbbb,1
eabbadbbeacabcd,1
eabbadbbeadaaaa,1
eabbadbbeaeaaaa,1
eabbadbbeaeabaa,1
eabbadbbeaebbcb,1
eabbadbbebabbad,1
eabbadbbebbbbbd,1
eabbadbdeaaaaad,1
eabbadbdeaabaaa,1
eabbbaabebadbad,1
eabbbaadeabdaca,1
eabbbabbeaabcad,1
eabbbabbeaebbad,1
eabbbabbeaedaca,1
eabbbbaaebadbca,1
eabbbbaddaebaca,1
eabbbbbadaeabad,1
eabbbbbaeaadaad,1
eabbbbbaeabdaad,1
eabbbbbaeaebbad,1
eabbbbbaeaebbca,1
eabbbbbaeaebccb,1
eabbbbbbbaeaaaa,1
eabbbbbbbaebbab,1
eabbbbbbcaebbba,1
eabbbbbbeaaabad,2
eabbbbbbeaaabcb,1
eabbbbbbeaabbad,2
eabbbbbbeaadbab,1
eabbbbbbeadbbaa,1
eabbbbbbeaebbca,1
eabbbbbbeaebbcb,1
eabbbbbbeaebbcd,1
eabbbbbbebdabcb,1
eabbbbbbebebbca,1
eabbbbbdeaabacd,1
eabbbcaaeaaaaad,1
eabbbcabeaabbbc,1
eabbbcbaeababbb,1
eabbbcbaeaeaaca,1
eabbbcbaeaebbca,1
eabbbcbbeaaaaaa,1
eabbbcbbeaadbad,1
eabbbcbbeaadbbd,1
eabbbcbbeaadcbd,1
eabbbcbbeaebaca,1
eabbbcbbeaebbad,2
eabbbcbbeaebbcd,1
eabbbcbbeaebcbb,1
eabbbcbbeaebccb,1
eabbbcbdeaabbab,1
eabbbdaaeaabaaa,1
eabbbdaaebebacb,1
eabbbdabeaaaaca,1
eabbbdabeaaabcb,1
eabbbdadeaabacd,1
eabbbdadeaabbcd,1
eabbbdbaeaaabaa,1
eabbbdbaeaaabad,1
eabbbdbaeaabbaa,1
eabbbdbaeaabbab,1
eabbbdbaeaabbad,1
eabbbdbaeaabbca,1
eabbbdbaeaabbcd,1
eabbbdbaeaabdad,1
eabbbdbaeababab,1
eabbbdbaebabacd,1
