string,anomaly,result
aabcbbac,0,0
aabcaaac,0,0
dacadcbb,0,0
aaaabbaa,0,0
abbcbbac,0,0
aabcbaac,0,0
eaaaaacd,1,1
cabcbbac,0,0
baacbdac,0,0
aaacabac,0,0
cbbadbab,0,0
eababbcd,1,1
aabcabac,0,0
aaacbbac,0,0
eabcbbce,1,1
eabcabce,2,1
aaaabaaa,0,0
aabcbbac,0,0
aaaabbaa,0,0
aaaabbaa,0,0
aabaabaa,0,0
aaaaabaa,0,0
eabaabce,1,1
aaaabbaa,0,0
aaaccbbc,0,0
cbacabac,0,0
cccbadaa,0,0
aaacabac,0,0
cbacbabc,0,0
aabaabaa,0,0
abbcdbac,0,0
aababaaa,0,0
abbaabaa,0,0
aababaaa,0,0
cababbaa,0,0
aaacabbc,0,0
eaacbbce,1,1
aabcabac,0,0
bbccaaac,0,0
aabaabaa,0,0
abacbbac,0,0
aababbaa,0,0
abbcaaac,0,0
aaaabbaa,0,0
baacdbac,0,0
acbacbaa,0,0
aaaaaaaa,0,0
aabcabac,0,0
eabcacce,2,1
aabaaaaa,0,0
acacbcbc,0,0
bbbaabaa,0,0
aacccbac,0,0
abcbbbaa,0,0
aabcbaac,0,0
bbbabbaa,0,0
cbbcabbc,0,0
daaaabcc,2,1
abbabbaa,0,0
aababcaa,0,0
abbabbaa,0,0
aaacabac,0,0
aabcabac,0,0
aaacaaac,0,0
aabcbbbc,0,0
aabcabac,0,0
aababbaa,0,0
aaaabbaa,0,0
aaacaaac,0,0
aaccabac,0,0
aabaaaaa,0,0
aaacbbac,0,0
bbabbcaa,0,0
eabcabce,1,1
bdbccbbc,0,0
abaabbaa,0,0
babccbbc,0,0
aabcbbac,0,0
daacabac,0,0
dbaabcab,0,0
aabbabaa,0,0
aabcabac,0,0
baacbbac,0,0
aabbbbaa,0,0
babaabaa,0,0
aabcabac,0,0
eaaaabcc,2,1
aababbaa,0,0
abbabbaa,0,0
aaaabbaa,0,0
aabaabaa,0,0
baaaabba,0,0
eababbce,1,1
aaaaabaa,0,0
cbacabac,0,0
dbbabbab,0,0
aabacbaa,0,0
daacabac,0,0
aabaabaa,0,0
cdbabbaa,0,0
aaacabac,0,0
cabacbaa,0,0
ebacabce,1,1
aacccbac,0,0
eaaccace,1,1
aaaaabaa,0,0
aaaaabaa,0,0
aabcabac,0,0
daaacaaa,0,0
eabaaacc,2,1
aabcaaac,0,0
aaaacbaa,0,0
aabaabaa,0,0
daaaabcc,2,1
aababaaa,0,0
aaaabbba,0,0
aaacabac,0,0
aabcabac,0,0
cacadabb,0,0
aaacbbac,0,0
aabaabaa,0,0
aabaaaaa,0,0
aabcbbac,0,0
aaaacbaa,0,0
aaacabbc,0,0
bcbabaaa,0,0
abbccaac,0,0
babccbbc,0,0
eaaaabce,1,1
aabccbac,0,0
dcbcecbd,0,0
aaaaaaaa,0,0
ebaccbce,2,1
aabcccac,0,0
aabaccaa,0,0
eabccbce,2,1
abbaaaaa,0,0
babaabba,0,0
eabcbbce,1,1
dccabbba,0,0
edacbbce,1,1
aabadbaa,0,0
dcbacbab,0,0
babcbbac,0,0
cabcbbac,0,0
aaaaabaa,0,0
aabcbbac,0,0
bbbcbdac,0,0
babccaac,0,0
eabcabce,2,1
aaaaaaaa,0,0
aaacabac,0,0
ecbcbbce,1,1
daaabbba,0,0
ebbcbbce,2,1
aabcaaac,0,0
bbbcbbbc,0,0
daaabbcc,2,1
aabaabaa,0,0
aaaaabaa,0,0
aaacabac,0,0
cabcbccc,0,0
baaabbaa,0,0
baaaabaa,0,0
aabcabac,0,0
dbbabccc,2,1
aababbaa,0,0
bbbcdbac,0,0
abacacbc,0,0
aaccabac,0,0
babaabaa,0,0
cbccbbac,0,0
eaaacbce,1,1
ddbadbbb,0,0
aaaabbaa,0,0
ebacabac,0,0
aabcbbac,0,0
cbbacbba,0,0
aaacbbac,0,0
cabcabac,0,0
cabcbbac,0,0
aaaabbaa,0,0
aaaabaaa,0,0
aaaabaaa,0,0
abacbbac,0,0
abbaabaa,0,0
dcbbccbb,0,0
aabaaaaa,0,0
ebbacccd,2,1
abbcbbac,0,0
aabaabaa,0,0
abaabbaa,0,0
aabaaaaa,0,0
aaacadac,0,0
cbbcdbbc,0,0
eababbce,1,1
acbcbaac,0,0
dcaabcbb,0,0
ebaccace,2,1
bbbabcba,0,0
eababaaa,0,0
dcbbdbcb,0,0
aaaaaaaa,0,0
aaacaaac,0,0
aaaabaaa,0,0
aaacbbac,0,0
abacaaac,0,0
eababbce,1,1
bababbaa,0,0
bababbaa,0,0
eaacbace,1,1
aabcabbc,0,0
ccbacbab,0,0
aabbabaa,0,0
eaacbace,2,1
babaabaa,0,0
aabacaba,0,0
aaaaabaa,0,0
babcbbac,0,0
aababbba,0,0
cdbccbac,0,0
dabcaace,2,0
dabcabce,2,1
eaaacacc,2,1
abbcabac,0,0
aabcbaac,0,0
cccacbbb,0,0
abaccbac,0,0
aacbaaaa,0,0
babaabaa,0,0
eababdce,1,1
cabcbbac,0,0
cbaaabba,0,0
baacbbac,0,0
eabaaacd,1,1
aaacbbac,0,0
dbbcabac,0,0
aaaabbaa,0,0
aaaaabaa,0,0
eabcabce,2,1
bacbabaa,0,0
bcbcacac,0,0
aaccabac,0,0
dababbaa,0,0
baaabbaa,0,0
dcaabcbb,0,0
eabcbbce,2,1
abbcbaac,0,0
baaacbaa,0,0
aaaabbaa,0,0
ebacabce,1,1
eaacaace,1,1
aabaaaaa,0,0
aaaaaaaa,0,0
babaabaa,0,0
cbacbbac,0,0
babaabaa,0,0
baaaabaa,0,0
abbabbba,0,0
aabacbba,0,0
ebacdcce,1,1
eaabdacd,2,1
aaaaabba,0,0
baacbcbc,0,0
aaccabac,0,0
aaacbbac,0,0
aaaacbaa,0,0
aaacbbac,0,0
eabaaacc,2,1
abbaabaa,0,0
eaaccbce,2,1
eaaaabcc,2,1
aaacbbbc,0,0
dbbacbab,0,0
abbabbaa,0,0
abcacbaa,0,0
eabcabce,2,1
aabcbaac,0,0
cacabcab,0,0
aababbaa,0,0
aabacbaa,0,0
babacaaa,0,0
aabcabbc,0,0
bbbccbbc,0,0
eabcabce,2,1
aaacaaac,0,0
aaaaaaaa,0,0
dababbaa,0,0
abbcaccc,0,0
ebbaabcc,2,1
aabcabac,0,0
aabaabaa,0,0
aabcabac,0,0
aababcaa,0,0
aabaabaa,0,0
aaacabac,0,0
aabacaba,0,0
bbaacbaa,0,0
abacabbc,0,0
dbaaabaa,0,0
ccacacbc,0,0
dababbcc,2,1
aababbaa,0,0
baacaaac,0,0
cbaccbac,0,0
babcbaac,0,0
babcabac,0,0
aabacbaa,0,0
babcccbc,0,0
aabcbbac,0,0
babacaaa,0,0
abbabbaa,0,0
caaccaac,0,0
aababaaa,0,0
aaacbbac,0,0
aaacabac,0,0
aaaaaaaa,0,0
abacabac,0,0
aaacbbac,0,0
cbaacbba,0,0
dbacbcac,0,0
aababbaa,0,0
aabcbbac,0,0
dcbcbcbc,0,0
aaacabac,0,0
aababbaa,0,0
cbbcccbc,0,0
dabcabce,2,1
aaaaabaa,0,0
bbbcccac,0,0
abaaabaa,0,0
dbacccac,0,0
abbabaaa,0,0
aaaaabba,0,0
ccbacbca,0,0
eabcbace,1,1
aaabcbaa,0,0
ccaccbac,0,0
ccbbbcbb,0,0
aabababa,0,0
dabcbaac,0,0
ebacbbce,1,1
dcaaabaa,0,0
eabcbbce,1,1
aabbbbaa,0,0
daacdbbc,0,0
aabcacac,0,0
eaaabbcc,2,1
aabaabaa,0,0
aabcbbac,0,0
aaaabaaa,0,0
aabccbac,0,0
dbacbbce,2,1
cbbccbac,0,0
eababace,1,1
caacaabc,0,0
aabaabaa,0,0
aababbaa,0,0
ebaabcce,1,1
baacabac,0,0
eaccaace,2,1
abbcabbc,0,0
aababbca,0,0
aaaccbac,0,0
abbccbac,0,0
cccaabba,0,0
dbacbabc,0,0
aabcbbac,0,0
aaacacac,0,0
abbaabaa,0,0
dbbccbac,0,0
aacacbaa,0,0
cabaabbb,0,0
abbcabac,0,0
bbbacbaa,0,0
abbcbaac,0,0
caacbbac,0,0
aaacbaac,0,0
dcacbbac,0,0
babcbbac,0,0
aabccbac,0,0
cabacbaa,0,0
abaabaaa,0,0
aabaacaa,0,0
babcabbc,0,0
dcbcbcbc,0,0
cbbadbbb,0,0
ecacabce,2,1
aabcabac,0,0
cbbcdbac,0,0
babcbbbc,0,0
abbaabba,0,0
aabaabaa,0,0
aabcaaac,0,0
babacaab,0,0
ebbbbbce,1,1
aababbaa,0,0
abbaabba,0,0
eabaaacc,2,1
cdbcccac,0,0
aaaaaaaa,0,0
aabcabbc,0,0
abcbabba,0,0
aabcabac,0,0
aabcaaac,0,0
aabcbbac,0,0
eaaaabcd,1,1
babbbbaa,0,0
aaacabac,0,0
eabcabce,2,1
abbcbbbc,0,0
abbabaaa,0,0
aabcbbac,0,0
eabaabce,1,1
ebbaabce,1,1
aabcabac,0,0
aabbabaa,0,0
aaaccaac,0,0
eabcaace,1,1
eaacbbce,1,1
dcbccbad,0,0
cabbcaaa,0,0
bbbcbbbc,0,0
abaabbaa,0,0
aaaaabaa,0,0
abaaabaa,0,0
babcbbac,0,0
aabcbbac,0,0
babcbbac,0,0
dacccaac,0,0
aaacabac,0,0
aaaaaaaa,0,0
aaacabbc,0,0
babaabaa,0,0
ebbaaacc,2,1
abbcabac,0,0
aabaabaa,0,0
aabcbaac,0,0
aaacabac,0,0
eaaaabcd,1,1
eaacabce,2,1
aaaabaaa,0,0
aaaaabaa,0,0
aababbaa,0,0
aaaaaaaa,0,0
caacabac,0,0
aabcbbac,0,0
aaacbbac,0,0
abbcabac,0,0
eaacbbce,1,1
bbbacbaa,0,0
dabcaace,2,0
aaaaabaa,0,0
cbbabbaa,0,0
dbbcabce,2,1
babccbac,0,0
aabccbac,0,0
eaaadbce,1,1
aaacbaac,0,0
eaaabbcc,2,1
abbccbbc,0,0
ebbacbcc,2,1
bbbaacaa,0,0
aaaabbaa,0,0
aabaabaa,0,0
ccbcbbcc,0,0
aaacabac,0,0
aababaaa,0,0
aabcbbac,0,0
ecabcccd,2,0
abaabbaa,0,0
aabaabaa,0,0
daacbbce,2,1
eaacabce,1,1
cbaacbbb,0,0
aaccabac,0,0
caaabbaa,0,0
eabaabce,1,1
caaabbba,0,0
abaaabaa,0,0
aabaabaa,0,0
babcabbc,0,0
cbacbbbc,0,0
abacbbac,0,0
eabcbbce,1,1
daaabbaa,0,0
eabaabcc,2,1
aabcabac,0,0
ddbcbdbc,0,0
dabaaacc,2,1
cbacabac,0,0
ddbacbba,0,0
aaaabbba,0,0
aabaaaaa,0,0
aabcabac,0,0
aaaaaaaa,0,0
aaccdabc,0,0
adaabbaa,0,0
aacbabaa,0,0
dcacccbc,0,0
eaacabce,1,1
bacbaaaa,0,0
aaacbaac,0,0
aababbaa,0,0
aaaaabaa,0,0
dabaabcc,2,1
aabcbcac,0,0
eabcabce,1,1
edbcdccd,0,0
baacabac,0,0
aabaabaa,0,0
bbbabbaa,0,0
bccababb,0,0
ebbcabce,2,1
dabaaacc,2,1
eaaccace,1,1
aabaabaa,0,0
baacdbac,0,0
aaaabbaa,0,0
babcacac,0,0
babaabaa,0,0
aabccbac,0,0
eababbce,1,1
ecbcbcac,0,0
ebaaabcc,2,1
cbbabaab,0,0
eaacabce,1,1
cbbcbbac,0,0
abacabbc,0,0
baaccbac,0,0
bbbbbbcb,0,0
aaacaaac,0,0
aaaccbac,0,0
eabcbbce,2,1
baacbbac,0,0
eabcbbce,1,1
aabaabaa,0,0
babcbbac,0,0
abaaacba,0,0
aaaaabaa,0,0
dbbcddbd,0,0
caacbbac,0,0
aaacaaac,0,0
bababbaa,0,0
babcbaac,0,0
cabcbbac,0,0
eabcbbce,1,1
aaaaabaa,0,0
aaaaacaa,0,0
eabbaace,1,1
babaabaa,0,0
abbabbaa,0,0
abaaabaa,0,0
babcbbac,0,0
aaacaaac,0,0
aaacaabc,0,0
aabcabac,0,0
baaabcaa,0,0
eaaabbcc,2,1
aababbaa,0,0
bbbcbbcc,0,0
aabccbac,0,0
aabcbbac,0,0
eabcbbce,2,1
cbacabbc,0,0
aabcaaac,0,0
aaacabac,0,0
aabbaaaa,0,0
eabccbce,2,1
bbbccbbc,0,0
aaacaaac,0,0
abbcbcac,0,0
aabaaaaa,0,0
dabbbbcc,2,1
aaacbcac,0,0
cbbacbba,0,0
aaacccbc,0,0
bababbba,0,0
babaabaa,0,0
aaacabac,0,0
ebaabbcc,2,1
aabaabaa,0,0
baaacbcb,0,0
abbaabaa,0,0
abaccbac,0,0
aaaaaaaa,0,0
eabaabcd,1,1
abbbbaaa,0,0
baacabac,0,0
cabaacaa,0,0
abaacbaa,0,0
aabaabaa,0,0
aaaccaac,0,0
cabcbbbc,0,0
aabcbbac,0,0
eaacabce,1,1
dabaabcc,2,1
ddbcdcbd,0,0
aaaabbaa,0,0
cbbaabba,0,0
aaacabac,0,0
babaabaa,0,0
aaaabbaa,0,0
ebbacbce,1,1
aaaabbaa,0,0
aabadaab,0,0
ebacabce,2,1
aababbaa,0,0
aabccaac,0,0
aaaabaaa,0,0
aabcabac,0,0
ebbacbce,1,1
dabaabcc,2,1
aabcabbc,0,0
abaabbaa,0,0
abacabac,0,0
abbcaaac,0,0
aabcccac,0,0
dcaadcab,0,0
abaabbaa,0,0
aaacbbac,0,0
bbaaabaa,0,0
aaacabac,0,0
eabcabce,2,1
aabcbaac,0,0
eababbcc,2,1
babaaaaa,0,0
eabcabce,1,1
aabcabac,0,0
aabababa,0,0
ebbcbdce,2,1
aaacbaac,0,0
aacabaaa,0,0
daaabacc,2,1
abbbabaa,0,0
eababbcd,1,1
cbbccccc,0,0
aaaabaaa,0,0
eaacbbce,1,1
aabaabaa,0,0
eaacabce,2,1
aaaaabaa,0,0
ecbcbcce,2,1
ebbcabce,1,1
aaacabbc,0,0
aabacbaa,0,0
aaaaabba,0,0
aaaabbba,0,0
ebaaabcc,2,1
aaaaabaa,0,0
abbcabbc,0,0
ecaabcce,1,1
aababbaa,0,0
aaacabbc,0,0
ccaaacaa,0,0
abacabac,0,0
aabcbaac,0,0
bacaabaa,0,0
abaaabaa,0,0
babccbac,0,0
eacbcbce,1,1
aabaaaaa,0,0
eaaacbcc,2,1
aabcbbbc,0,0
aaacaaac,0,0
aabaabaa,0,0
abaadbaa,0,0
daacbdcc,0,0
aaacabac,0,0
abaabaaa,0,0
aabaabaa,0,0
eaaaaccc,2,1
bbccabac,0,0
aabcbaac,0,0
abbaabaa,0,0
aabccaac,0,0
dabacbcc,2,1
babccbac,0,0
aabccbbc,0,0
eaacabce,1,1
eabcbbce,2,1
aabcbaac,0,0
baaabbaa,0,0
baaaabba,0,0
baaabbaa,0,0
abbaabaa,0,0
aaacadac,0,0
aabcaaac,0,0
aabcbaac,0,0
abacbaac,0,0
babccaac,0,0
daccbaac,0,0
bababcaa,0,0
aabcbcac,0,0
abbcabac,0,0
bdacbbac,0,0
cabccbac,0,0
aabccaac,0,0
babcbabc,0,0
aabcabac,0,0
aababbaa,0,0
aabaabaa,0,0
aabacbaa,0,0
aabcbbac,0,0
aabaabaa,0,0
aaaaabaa,0,0
abbaaaaa,0,0
abbaacaa,0,0
aaaabcba,0,0
baaabbaa,0,0
eabaaacd,1,1
aabcabac,0,0
bababbaa,0,0
aaacabac,0,0
abbaabaa,0,0
eabccbce,1,1
daaabbcc,2,1
aabcaaac,0,0
baaaabaa,0,0
aababbaa,0,0
aaaaabaa,0,0
aabcbbac,0,0
cbbcccac,0,0
ebacacce,2,1
abbaabba,0,0
eaaaaacc,2,1
bbbaabba,0,0
dbbbdbbb,0,0
abacacbc,0,0
acbabbba,0,0
aaacbbac,0,0
cabcbbac,0,0
aabcbbac,0,0
cabacbab,0,0
edacdcce,2,1
aabaaaaa,0,0
babacbaa,0,0
cbaacbaa,0,0
aabcabac,0,0
bbaaabaa,0,0
bbbadbbb,0,0
dcbabaaa,0,0
ddccdbcd,0,0
aaacabac,0,0
aabaabaa,0,0
aabaabaa,0,0
ebbcacce,2,1
bcacbbac,0,0
eaacabce,1,1
aabcabac,0,0
aaaabbaa,0,0
bbbcadac,0,0
aaacbbac,0,0
aababbaa,0,0
aaaabbaa,0,0
caacabac,0,0
aacaabaa,0,0
eabaabcd,1,1
baacacbc,0,0
aabcbaac,0,0
babacbaa,0,0
abbabaaa,0,0
aaacabac,0,0
aaacaaac,0,0
eabcabce,1,1
aabcacbc,0,0
aabaabaa,0,0
aabcabac,0,0
eaacaace,1,1
aaaabcaa,0,0
babccbac,0,0
aaacbbac,0,0
abbcabac,0,0
bbbccbac,0,0
aaaaabaa,0,0
aabaabaa,0,0
eabcaace,1,1
aababbaa,0,0
caccccac,0,0
aabacaba,0,0
cacaaaca,0,0
aaaacbaa,0,0
bbbabbaa,0,0
baaaabaa,0,0
baacbbac,0,0
cbbcbbbc,0,0
aababbaa,0,0
aaaabbaa,0,0
aaaccbac,0,0
aabcbbac,0,0
aaaccaac,0,0
cbbccbac,0,0
dbaaabcc,2,1
aaacabac,0,0
aabcabac,0,0
aababbaa,0,0
abbccbac,0,0
aabcbbac,0,0
dbacbbac,0,0
aaaaabaa,0,0
eaacabce,1,1
eaaaaacc,2,1
abbaabaa,0,0
eaacabce,1,1
baaabaaa,0,0
aaacaaac,0,0
daaabbcc,2,1
aababbaa,0,0
ddbbcccb,0,0
aabcbcac,0,0
abbacbaa,0,0
aabcaaac,0,0
bbbcbbac,0,0
abaaabaa,0,0
baacbbac,0,0
aaaaaaaa,0,0
abbabbaa,0,0
aabcbbac,0,0
aabcabac,0,0
eabcbbce,1,1
cbbccbac,0,0
aaaaabaa,0,0
aabcaaac,0,0
aabcabac,0,0
aaaacbaa,0,0
aababbaa,0,0
aabcbaac,0,0
daaaaacc,2,1
aaaabaaa,0,0
acaabbaa,0,0
aababaaa,0,0
eabaabcd,1,1
aabccbac,0,0
aabbbaaa,0,0
aaacaaac,0,0
aaacbbac,0,0
aaacbaac,0,0
aabcbbac,0,0
daaaabcc,2,1
eabaaacc,2,1
aaaaabaa,0,0
aabaaaaa,0,0
cbbcbbac,0,0
eabcccce,1,1
abaacaaa,0,0
baccdbac,0,0
bbbabbaa,0,0
cabbdbab,0,0
aaacaaac,0,0
eaaabbce,1,1
dbbbeccc,0,0
abbcbbac,0,0
dababacc,2,1
ebbcbcce,2,1
aabaabaa,0,0
aacabaaa,0,0
ccbcccbc,0,0
aaccabbc,0,0
eabcbace,1,1
aabaabaa,0,0
daacbbce,2,1
aabcabac,0,0
abbabbaa,0,0
aaacabac,0,0
aaacabac,0,0
caaabbaa,0,0
bbbabccb,0,0
eabcabce,1,1
aaaccbac,0,0
dcaaabca,0,0
aaaacbaa,0,0
abaabaaa,0,0
aabcabac,0,0
aaacabac,0,0
eaacabce,1,1
ebbaabce,1,1
aaacaaac,0,0
aabcabac,0,0
cabaabba,0,0
dabcbace,2,1
aababbaa,0,0
eaccbbce,1,1
eababbcc,2,1
aaaaabaa,0,0
abbcbaac,0,0
aaacaaac,0,0
aabaabaa,0,0
dabccbce,2,1
aaaabbaa,0,0
ebaabccc,2,1
eaaaabce,1,1
aaacaaac,0,0
dabaabcc,2,1
aabaaaaa,0,0
aaaabbaa,0,0
aabcaaac,0,0
eabacbcc,2,1
aabcabac,0,0
babacbaa,0,0
bcbccbac,0,0
daacabac,0,0
babcbbac,0,0
abbcabac,0,0
aaacabbc,0,0
abbaabaa,0,0
ebbcbbce,2,1
aaacabac,0,0
bbbaabaa,0,0
eabcabce,2,1
abacabac,0,0
dabaabcc,2,1
ebaaaacd,1,1
baacabac,0,0
bbbcabac,0,0
bcbcdbbc,0,0
aaaaaaaa,0,0
aabcabac,0,0
babccbac,0,0
baacbaac,0,0
abbcacbc,0,0
aaacabac,0,0
bbacabac,0,0
bbacadac,0,0
aabacaca,0,0
aabcaaac,0,0
dbbcaccc,0,0
caacabac,0,0
dbbbcbab,0,0
abaadbaa,0,0
aababbaa,0,0
baaabbaa,0,0
aabcabac,0,0
eaabaace,1,1
aabaaaaa,0,0
aaababaa,0,0
eabcbbce,1,1
aaacabac,0,0
ebbcabce,1,1
aabccaac,0,0
baacbbac,0,0
dcacabbc,0,0
aaaaabaa,0,0
aabaabaa,0,0
aabaabaa,0,0
aabcbbac,0,0
babcabbc,0,0
aabaabaa,0,0
ebbcabce,2,1
eacbabcc,2,1
aabcaaac,0,0
aabaacaa,0,0
eabaaccc,2,1
aaacabac,0,0
abbaabaa,0,0
dbbaabcc,2,1
abbcbbac,0,0
eabbabce,1,1
babcbbac,0,0
babaaaaa,0,0
aabcbbac,0,0
aabcbbac,0,0
cbbcbbac,0,0
abbcabbc,0,0
dbacabac,0,0
bbcccbac,0,0
aabccbac,0,0
baaabbaa,0,0
abcabbaa,0,0
eaaacbce,1,1
ebaccbce,2,1
babaabaa,0,0
abcbabaa,0,0
dbbbdbcc,0,1
ccbaaaba,0,0
bbbcdbac,0,0
cbacbbac,0,0
aabaabaa,0,0
babaabaa,0,0
dbbacbab,0,0
abacabac,0,0
aabcbbac,0,0
abbcbbbc,0,0
dababbaa,0,0
babcabac,0,0
ddbcdcbd,0,0
aaaabbaa,0,0
cababcaa,0,0
dbaacbaa,0,0
aabcbbac,0,0
daacabac,0,0
aabcbbac,0,0
baacaaac,0,0
aabaabaa,0,0
abbaabaa,0,0
dcccbcbc,0,0
babcabac,0,0
baabbbaa,0,0
aaaaacaa,0,0
aabcbbac,0,0
abbadaaa,0,0
edbcdccd,0,0
eabcaace,1,1
aabaabaa,0,0
ebbabbcc,2,1
aabcbbbc,0,0
ddccdbcd,0,0
cababcab,0,0
eabcbace,1,1
aabaabaa,0,0
aaacbaac,0,0
ddbcecbd,0,0
abacabac,0,0
abaabbaa,0,0
aaaabbaa,0,0
bdcaabaa,0,0
aabcabac,0,0
eaacbace,1,1
aabcabac,0,0
daaaabcc,2,1
eababbcd,1,1
cbacccbc,0,0
dabcabce,2,1
aabaabaa,0,0
aabcbbac,0,0
caaacaaa,0,0
aaaaabaa,0,0
aaaaabaa,0,0
babcbbbc,0,0
aabcaaac,0,0
aabcaaac,0,0
ecbbdccd,2,1
abbcaaac,0,0
bbacabac,0,0
cdbaccbb,0,0
aabcabac,0,0
aabcbbbc,0,0
cdbaacab,0,0
aaacabcc,0,0
eaaabbce,1,1
eabcbace,1,1
bbbcabbc,0,0
daacabce,2,1
ebaaabcc,2,1
aabaabaa,0,0
babccaac,0,0
eabcbace,2,1
babcabac,0,0
aababbaa,0,0
aabcbbac,0,0
acbcabbc,0,0
aabaabaa,0,0
dbbccbbc,0,0
abacbbbc,0,0
bcaaabaa,0,0
aababbaa,0,0
abacbbac,0,0
ebbcabce,2,1
aaaabaaa,0,0
bababbaa,0,0
abacaaac,0,0
abbcbbac,0,0
aabcaaac,0,0
abbaabaa,0,0
ebbacbce,1,1
eaaaabcd,1,1
aaaaabba,0,0
aababaaa,0,0
aababbba,0,0
aabccbac,0,0
cbaacdab,0,0
aaaaabaa,0,0
aababaaa,0,0
edaabcce,1,2
cabadaab,0,0
aabcabac,0,0
aabcbbbc,0,0
bababbaa,0,0
abacabbc,0,0
aabaaaaa,0,0
eaaabbcc,2,1
eaacabce,2,1
abbadbab,0,0
aabaabaa,0,0
aabcbbac,0,0
dabcbbac,0,0
abbaaaaa,0,0
bbbbecab,0,0
eababacd,1,1
aabacbaa,0,0
aabcbbac,0,0
aaacabac,0,0
eababbcc,2,1
aababbaa,0,0
abccdbac,0,0
abbaacaa,0,0
dcbcbbac,0,0
aaaaaaaa,0,0
aaacabac,0,0
aabcabac,0,0
eabccbce,2,1
aacaaaaa,0,0
baaacbba,0,0
aabcbaac,0,0
dbbcaaac,0,0
aabbbbaa,0,0
aabaabaa,0,0
babacbaa,0,0
abacaaac,0,0
aaccaaac,0,0
baaabbaa,0,0
aabcbbac,0,0
aaacbbcc,0,0
bbaccaac,0,0
aaaabbaa,0,0
aabcbbac,0,0
aaaaaaaa,0,0
ecbaccce,1,1
dbbcadce,2,1
eaaaaccc,2,1
aabcbaac,0,0
eabcaace,1,1
bbbaabaa,0,0
dabaabba,0,0
ecbcacce,2,1
eaacabce,1,1
aaacbbac,0,0
abaacbaa,0,0
eaaaabcd,1,1
aabaabaa,0,0
abacabac,0,0
aaaabbaa,0,0
dbbcbaad,0,0
abacadbc,0,0
aaaaabba,0,0
abccabac,0,0
bbacabac,0,0
bcbcbbac,0,0
cabacbaa,0,0
aabaabaa,0,0
ecaabcce,1,1
aaaabaaa,0,0
eabaabce,1,1
aaaaaaba,0,0
aabcabac,0,0
aababbaa,0,0
bacaabaa,0,0
bbbaabab,0,0
babababa,0,0
aaacabac,0,0
aabaaaaa,0,0
aabaabaa,0,0
aaacaaac,0,0
aabadbaa,0,0
acaaaaaa,0,0
aababbaa,0,0
aaacbbac,0,0
cbbabcba,0,0
caaaacba,0,0
aabaaaaa,0,0
cababbaa,0,0
cbbabcab,0,0
aababbaa,0,0
ecbacbcc,2,1
abbcabac,0,0
aabccbac,0,0
aababbaa,0,0
eabaabce,1,1
aaaaabaa,0,0
eaaabbcc,2,1
aabcabac,0,0
aabaabaa,0,0
aaabbbba,0,0
eaaacace,1,1
daaaabcc,2,1
eabaabcc,2,1
aaacaabc,0,0
dabcabce,2,1
aaacbbac,0,0
aababaab,0,0
aaacabbc,0,0
aabaabaa,0,0
abbaaaaa,0,0
dbbaabcc,2,1
ebbcabce,1,1
aaacbcac,0,0
eabccace,2,1
aababbaa,0,0
aababbaa,0,0
baacbbac,0,0
aabcaaac,0,0
babbabaa,0,0
eaacaace,1,1
aaaaabaa,0,0
ebbcbbce,2,1
aaacbbac,0,0
aababbaa,0,0
daacbbce,2,1
aaacabac,0,0
aaacaaac,0,0
aaaabbaa,0,0
aabaabba,0,0
aaacabac,0,0
aaaaaaaa,0,0
eabcabce,1,1
babcbbac,0,0
abacbbac,0,0
aaaccaac,0,0
aabadbaa,0,0
babacbaa,0,0
aaacabac,0,0
aabcbbac,0,0
aaaabbaa,0,0
aababbaa,0,0
aabcabac,0,0
dcbccbac,0,0
dabcbbac,0,0
dabcaace,2,0
abbcbbac,0,0
dabbbbcc,2,1
eaaaaacd,1,1
bbbcccbc,0,0
dababbcc,2,1
aabccbac,0,0
aabaabaa,0,0
aaacbbac,0,0
aaacabbc,0,0
baaccabc,0,0
aaacabac,0,0
aaaabbaa,0,0
bbbaabba,0,0
abaaaaaa,0,0
daacbbce,2,1
aabaabba,0,0
aabcacac,0,0
aabccbac,0,0
aabcbaac,0,0
aabaabaa,0,0
eabcbbce,2,1
baacbcac,0,0
baaacaaa,0,0
dabaabcc,2,1
bababbaa,0,0
dabcabbc,0,0
eabaabcd,1,1
abbabbaa,0,0
aababbaa,0,0
abbabbba,0,0
aaaccbac,0,0
aabcbbac,0,0
bbbaabaa,0,0
dbbabbcb,0,0
aabbabaa,0,0
aabacaaa,0,0
dbbcccbc,0,0
dabaaacc,2,1
aabaabaa,0,0
aaacabac,0,0
aabbaaba,0,0
eaaccbce,2,1
aaaaabaa,0,0
aabcaaac,0,0
aabaaaaa,0,0
dbaaabcc,2,1
bbbacbaa,0,0
aabbaaaa,0,0
aaaccbac,0,0
bababbaa,0,0
cabadbab,0,0
babcbcac,0,0
aababaaa,0,0
bbbaaaaa,0,0
aacaabaa,0,0
aaaabaaa,0,0
aaaaabaa,0,0
babccaac,0,0
aabcbbac,0,0
babcacbc,0,0
aaaccbac,0,0
aabcbbac,0,0
aaaaaaaa,0,0
aaacabac,0,0
ecbacccc,2,1
aabcabac,0,0
cbbacbaa,0,0
eaaaabcd,1,1
aabcabac,0,0
abbcbbbc,0,0
aaacbaac,0,0
aaacaaac,0,0
dabcbace,2,1
